_unit_id,_id,_worker_id,clickedforval,ev0a,ev0b,ev1a,ev1b,ev2a,ev2b,ev3a,ev3b,ev4a,ev4b,ev5a,ev5b,ev6a,ev6b,ev7a,ev7b,ev8a,ev8b,forvalidation,selectedforval,tweet1irrelevant,tweet1isgreyed,tweet1novel,tweet2irrelevant,tweet2isgreyed,tweet2novel,tweetsequal,ptid1,ptid2,seedindex1,seedindex2,text1,text2
769853509,1713143025,28884030,false,,,,,,,,,,,,,,,,,,,validated,false,true,true,false,false,false,false,false,entity/text/news/tweet/38617,entity/text/news/tweet/38814,1003tid001,1003tid002,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,@SeaWorld is it true you guys made money off the Iraq war did 9/11 and secretly fund Japanese whaling ships?
769853510,1713100452,25257275,true,5,9,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38953,1003tid001,1003tid003,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Korea bycatches 2300 Whales. It's double of Japanese research whaling(1000). 1000 Whale meat stores in Korea. Why complain Japan not Korea?
769853510,1713109346,16101132,true,,7,,8,,9,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38953,1003tid001,1003tid003,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Korea bycatches 2300 Whales. It's double of Japanese research whaling(1000). 1000 Whale meat stores in Korea. Why complain Japan not Korea?
769853510,1713112782,29155723,true,4,0,5,1,6,2,7,3,8,5,9,7,11,8,12,9,13,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38953,1003tid001,1003tid003,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Korea bycatches 2300 Whales. It's double of Japanese research whaling(1000). 1000 Whale meat stores in Korea. Why complain Japan not Korea?
769853510,1713115850,23503585,true,4,0,5,2,6,3,8,5,9,7,10,8,11,10,13,11,14,12,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38953,1003tid001,1003tid003,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Korea bycatches 2300 Whales. It's double of Japanese research whaling(1000). 1000 Whale meat stores in Korea. Why complain Japan not Korea?
769853510,1713121849,29849805,true,4,7,5,8,6,9,15,11,,18,,3,,0,,1,,2,validated,true,false,false,false,false,false,true,false,entity/text/news/tweet/38617,entity/text/news/tweet/38953,1003tid001,1003tid003,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Korea bycatches 2300 Whales. It's double of Japanese research whaling(1000). 1000 Whale meat stores in Korea. Why complain Japan not Korea?
769853510,1713122135,9653950,true,4,0,5,1,6,3,8,2,9,8,11,9,13,5,14,7,7,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38953,1003tid001,1003tid003,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Korea bycatches 2300 Whales. It's double of Japanese research whaling(1000). 1000 Whale meat stores in Korea. Why complain Japan not Korea?
769853510,1713122991,32338429,true,5,8,4,9,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38953,1003tid001,1003tid003,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Korea bycatches 2300 Whales. It's double of Japanese research whaling(1000). 1000 Whale meat stores in Korea. Why complain Japan not Korea?
769853510,1713123564,28351359,true,,2,,3,,0,,1,,,,,,,,,,,validated,true,false,false,false,false,false,true,false,entity/text/news/tweet/38617,entity/text/news/tweet/38953,1003tid001,1003tid003,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Korea bycatches 2300 Whales. It's double of Japanese research whaling(1000). 1000 Whale meat stores in Korea. Why complain Japan not Korea?
769853510,1713126529,4711962,true,5,9,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38953,1003tid001,1003tid003,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Korea bycatches 2300 Whales. It's double of Japanese research whaling(1000). 1000 Whale meat stores in Korea. Why complain Japan not Korea?
769853510,1713127395,6344072,true,4,3,5,7,,8,,9,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38953,1003tid001,1003tid003,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Korea bycatches 2300 Whales. It's double of Japanese research whaling(1000). 1000 Whale meat stores in Korea. Why complain Japan not Korea?
769853510,1713127740,33500282,true,,0,,1,,2,,3,,,,,,,,,,,validated,true,false,false,false,false,false,true,false,entity/text/news/tweet/38617,entity/text/news/tweet/38953,1003tid001,1003tid003,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Korea bycatches 2300 Whales. It's double of Japanese research whaling(1000). 1000 Whale meat stores in Korea. Why complain Japan not Korea?
769853510,1713139161,20113482,true,4,0,5,1,6,2,7,3,9,5,8,6,11,7,13,8,14,9,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38953,1003tid001,1003tid003,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Korea bycatches 2300 Whales. It's double of Japanese research whaling(1000). 1000 Whale meat stores in Korea. Why complain Japan not Korea?
769853510,1713140973,29688905,true,5,3,,9,,11,,,,,,,,,,,,,validated,true,false,false,false,false,false,true,false,entity/text/news/tweet/38617,entity/text/news/tweet/38953,1003tid001,1003tid003,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Korea bycatches 2300 Whales. It's double of Japanese research whaling(1000). 1000 Whale meat stores in Korea. Why complain Japan not Korea?
769853510,1713141069,27934334,true,4,1,5,0,6,3,7,2,11,,12,,13,,14,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38953,1003tid001,1003tid003,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Korea bycatches 2300 Whales. It's double of Japanese research whaling(1000). 1000 Whale meat stores in Korea. Why complain Japan not Korea?
769853510,1713143016,28884030,false,,,,,,,,,,,,,,,,,,,validated,false,true,true,false,false,false,false,false,entity/text/news/tweet/38617,entity/text/news/tweet/38953,1003tid001,1003tid003,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Korea bycatches 2300 Whales. It's double of Japanese research whaling(1000). 1000 Whale meat stores in Korea. Why complain Japan not Korea?
769853511,1713101776,25257275,true,5,0,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38772,1003tid001,1003tid004,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Whaling Facts #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd #coveguardians
769853511,1713111566,16101132,true,4,,5,,6,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38772,1003tid001,1003tid004,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Whaling Facts #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd #coveguardians
769853511,1713115427,29155723,true,4,0,5,1,6,,8,,9,,11,,12,,13,,14,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38617,entity/text/news/tweet/38772,1003tid001,1003tid004,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Whaling Facts #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd #coveguardians
769853511,1713116405,23503585,true,4,0,5,1,6,2,8,,9,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38772,1003tid001,1003tid004,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Whaling Facts #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd #coveguardians
769853511,1713121920,29849805,true,4,0,5,1,6,2,15,3,,4,,5,,7,,,,,validated,true,false,false,false,false,false,true,false,entity/text/news/tweet/38617,entity/text/news/tweet/38772,1003tid001,1003tid004,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Whaling Facts #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd #coveguardians
769853511,1713122209,9653950,true,4,0,5,1,6,,8,,9,,11,,13,,14,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38617,entity/text/news/tweet/38772,1003tid001,1003tid004,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Whaling Facts #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd #coveguardians
769853511,1713123064,32338429,true,4,0,5,1,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38772,1003tid001,1003tid004,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Whaling Facts #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd #coveguardians
769853511,1713123613,28351359,true,8,,9,,11,,13,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38617,entity/text/news/tweet/38772,1003tid001,1003tid004,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Whaling Facts #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd #coveguardians
769853511,1713126594,4711962,true,5,0,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38772,1003tid001,1003tid004,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Whaling Facts #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd #coveguardians
769853511,1713127677,6344072,true,4,0,5,,6,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38772,1003tid001,1003tid004,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Whaling Facts #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd #coveguardians
769853511,1713127855,33500282,true,5,,6,,7,,8,,9,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38617,entity/text/news/tweet/38772,1003tid001,1003tid004,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Whaling Facts #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd #coveguardians
769853511,1713139289,20113482,true,4,0,5,NA,6,,7,,8,,9,,11,,13,,14,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38617,entity/text/news/tweet/38772,1003tid001,1003tid004,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Whaling Facts #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd #coveguardians
769853511,1713141046,29688905,true,5,0,,5,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38772,1003tid001,1003tid004,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Whaling Facts #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd #coveguardians
769853511,1713141128,27934334,true,4,,5,,6,,7,,12,,13,,14,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38617,entity/text/news/tweet/38772,1003tid001,1003tid004,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Whaling Facts #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd #coveguardians
769853511,1713143051,28884030,true,,,,,,,,,,,,,,,,,,,validated,false,true,true,false,true,true,false,false,entity/text/news/tweet/38617,entity/text/news/tweet/38772,1003tid001,1003tid004,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Whaling Facts #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd #coveguardians
769853512,1713101784,25257275,true,5,14,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38998,1003tid001,1003tid005,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Japan MUST stop eating whale &amp; dolphin meat &amp; start importing Australian pork! #Tweet4Taiji #whaling #seashepherd #ShutTaijiDown #TheCove
769853512,1713111567,16101132,true,,0,,2,,3,,4,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38998,1003tid001,1003tid005,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Japan MUST stop eating whale &amp; dolphin meat &amp; start importing Australian pork! #Tweet4Taiji #whaling #seashepherd #ShutTaijiDown #TheCove
769853512,1713115403,29155723,true,4,0,5,2,6,3,8,4,9,1,11,7,12,9,13,10,14,12,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38617,entity/text/news/tweet/38998,1003tid001,1003tid005,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Japan MUST stop eating whale &amp; dolphin meat &amp; start importing Australian pork! #Tweet4Taiji #whaling #seashepherd #ShutTaijiDown #TheCove
769853512,1713116404,23503585,true,4,0,5,2,6,3,8,4,9,5,11,6,12,7,13,,14,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38998,1003tid001,1003tid005,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Japan MUST stop eating whale &amp; dolphin meat &amp; start importing Australian pork! #Tweet4Taiji #whaling #seashepherd #ShutTaijiDown #TheCove
769853512,1713121916,29849805,true,4,0,5,4,6,13,15,15,,16,,14,,17,,,,,validated,true,false,false,false,false,false,true,false,entity/text/news/tweet/38617,entity/text/news/tweet/38998,1003tid001,1003tid005,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Japan MUST stop eating whale &amp; dolphin meat &amp; start importing Australian pork! #Tweet4Taiji #whaling #seashepherd #ShutTaijiDown #TheCove
769853512,1713122207,9653950,true,4,0,5,1,6,2,8,4,9,3,11,5,13,6,14,7,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38998,1003tid001,1003tid005,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Japan MUST stop eating whale &amp; dolphin meat &amp; start importing Australian pork! #Tweet4Taiji #whaling #seashepherd #ShutTaijiDown #TheCove
769853512,1713123065,32338429,true,4,14,5,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38998,1003tid001,1003tid005,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Japan MUST stop eating whale &amp; dolphin meat &amp; start importing Australian pork! #Tweet4Taiji #whaling #seashepherd #ShutTaijiDown #TheCove
769853512,1713123612,28351359,true,8,,9,,11,,12,,13,,,,,,,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38617,entity/text/news/tweet/38998,1003tid001,1003tid005,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Japan MUST stop eating whale &amp; dolphin meat &amp; start importing Australian pork! #Tweet4Taiji #whaling #seashepherd #ShutTaijiDown #TheCove
769853512,1713126596,4711962,true,5,14,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38998,1003tid001,1003tid005,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Japan MUST stop eating whale &amp; dolphin meat &amp; start importing Australian pork! #Tweet4Taiji #whaling #seashepherd #ShutTaijiDown #TheCove
769853512,1713127674,6344072,true,4,0,5,4,,6,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38998,1003tid001,1003tid005,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Japan MUST stop eating whale &amp; dolphin meat &amp; start importing Australian pork! #Tweet4Taiji #whaling #seashepherd #ShutTaijiDown #TheCove
769853512,1713127856,33500282,true,,0,,1,,2,,3,,4,,5,,6,,7,,,validated,true,false,false,false,false,false,true,false,entity/text/news/tweet/38617,entity/text/news/tweet/38998,1003tid001,1003tid005,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Japan MUST stop eating whale &amp; dolphin meat &amp; start importing Australian pork! #Tweet4Taiji #whaling #seashepherd #ShutTaijiDown #TheCove
769853512,1713139291,20113482,true,4,3,5,0,6,4,7,14,8,,9,,11,,13,,14,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38617,entity/text/news/tweet/38998,1003tid001,1003tid005,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Japan MUST stop eating whale &amp; dolphin meat &amp; start importing Australian pork! #Tweet4Taiji #whaling #seashepherd #ShutTaijiDown #TheCove
769853512,1713141051,29688905,true,5,4,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38998,1003tid001,1003tid005,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Japan MUST stop eating whale &amp; dolphin meat &amp; start importing Australian pork! #Tweet4Taiji #whaling #seashepherd #ShutTaijiDown #TheCove
769853512,1713141129,27934334,true,4,,5,,6,,7,,11,,12,,13,,14,,,,validated,true,false,false,true,false,false,false,false,entity/text/news/tweet/38617,entity/text/news/tweet/38998,1003tid001,1003tid005,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Japan MUST stop eating whale &amp; dolphin meat &amp; start importing Australian pork! #Tweet4Taiji #whaling #seashepherd #ShutTaijiDown #TheCove
769853512,1713143049,28884030,false,,,,,,,,,,,,,,,,,,,validated,false,true,true,false,false,false,false,false,entity/text/news/tweet/38617,entity/text/news/tweet/38998,1003tid001,1003tid005,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Japan MUST stop eating whale &amp; dolphin meat &amp; start importing Australian pork! #Tweet4Taiji #whaling #seashepherd #ShutTaijiDown #TheCove
769853513,1713103094,25257275,true,5,9,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,entity/text/news/tweet/38617,entity/text/news/tweet/38907,1003tid001,1003tid006,@CamdylM2b: How dare the Japanese Whaling Fleet use $30 MILLION from Donations from Tsunami Fund😡 #tweet4taiji #AnimalRights,Recipe - Alaska Whale Stew -  #Tweet4Taiji #thecove #whaling #seashepherd
