_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,clickedforval,ev0a,ev0b,ev1a,ev1b,ev2a,ev2b,ev3a,ev3b,ev4a,ev4b,ev5a,ev5b,ev6a,ev6b,ev7a,ev7b,ev8a,ev8b,forvalidation,selectedforval,tweet1irrelevant,tweet1isgreyed,tweet1novel,tweet2irrelevant,tweet2isgreyed,tweet2novel,tweetsequal,orig__golden,author1,author2,input,ptid1,ptid2,seedindex1,seedindex2,text1,text2,tweet1date,tweet1irrelevant_gold,tweet1irrelevant_gold_reason,tweet2date,tweet2irrelevant_gold,tweet2irrelevant_gold_reason
776449800,8/23/2015 10:40:24,false,1719250593,,8/23/2015 10:38:45,false,clixsense,1,6344072,CAN,BC,Burnaby,172.218.166.58,true,5,5,2,6,3,8,,,,,,,,,,,,,validated,true,false,false,false,false,false,true,false,,,,497,entity/text/news/tweet/38585,entity/text/news/tweet/38580,1203tid001,1203tid033,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 01:11:46 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449800,8/23/2015 10:41:43,false,1719250809,,8/23/2015 10:40:44,false,elite,1,32303982,GBR,H2,Preston,88.106.39.222,true,5,5,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,497,entity/text/news/tweet/38585,entity/text/news/tweet/38580,1203tid001,1203tid033,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 01:11:46 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449800,8/23/2015 10:51:15,false,1719252336,,8/23/2015 10:50:56,false,instagc,1,13581319,USA,IL,Mount Vernon,66.232.166.86,true,,4,,5,,6,,,,,,,,,,,,,validated,true,false,false,false,false,false,true,false,,,,497,entity/text/news/tweet/38585,entity/text/news/tweet/38580,1203tid001,1203tid033,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 01:11:46 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449800,8/23/2015 11:01:44,false,1719254352,,8/23/2015 11:00:48,false,gifthunterclub,0.9,24043308,GBR,,,94.102.147.250,true,2,5,,,,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,,,,497,entity/text/news/tweet/38585,entity/text/news/tweet/38580,1203tid001,1203tid033,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 01:11:46 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449800,8/23/2015 11:01:51,false,1719254363,,8/23/2015 11:01:28,false,zoombucks,1,4711962,CAN,ON,Markham,174.88.29.138,true,12,5,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,497,entity/text/news/tweet/38585,entity/text/news/tweet/38580,1203tid001,1203tid033,Recipes - Whale Steak &amp; Whale in Red Wine -  #Tweet4Taiji #whaling #thecove,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 01:11:46 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449801,8/23/2015 14:51:10,false,1719323487,,8/23/2015 14:50:52,false,prodege,1,25257275,CAN,BC,Port Coquitlam,70.68.58.9,true,5,5,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,498,entity/text/news/tweet/38670,entity/text/news/tweet/38580,1203tid002,1203tid033,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:07:36 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449801,8/23/2015 15:00:31,false,1719330015,,8/23/2015 15:00:17,false,instagc,1,27753923,GBR,,,188.29.74.105,true,5,5,,,,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,,,,498,entity/text/news/tweet/38670,entity/text/news/tweet/38580,1203tid002,1203tid033,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:07:36 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449801,8/23/2015 15:57:24,false,1719368615,,8/23/2015 15:55:50,false,clixsense,1,21490235,GBR,N7,Woking,86.30.254.232,true,5,5,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,498,entity/text/news/tweet/38670,entity/text/news/tweet/38580,1203tid002,1203tid033,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:07:36 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449801,8/23/2015 16:09:22,false,1719373399,,8/23/2015 16:09:07,false,prodege,1,2143114,CAN,BC,Vancouver,24.85.153.181,true,5,,,,,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,,,,498,entity/text/news/tweet/38670,entity/text/news/tweet/38580,1203tid002,1203tid033,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:07:36 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449801,8/23/2015 16:14:24,false,1719374971,,8/23/2015 16:13:24,false,instagc,1,23503585,CAN,SK,Regina,207.47.150.217,true,0,0,1,1,2,3,3,4,4,5,5,6,6,8,,,,,validated,true,false,false,false,false,false,false,true,,,,498,entity/text/news/tweet/38670,entity/text/news/tweet/38580,1203tid002,1203tid033,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:07:36 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449801,8/23/2015 16:30:21,false,1719379592,,8/23/2015 16:30:04,false,instagc,1,20312760,GBR,K1,Oldham,89.240.226.48,true,,8,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,true,false,,,,498,entity/text/news/tweet/38670,entity/text/news/tweet/38580,1203tid002,1203tid033,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:07:36 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449801,8/23/2015 16:40:50,false,1719383378,,8/23/2015 16:40:27,false,instagc,1,20043586,USA,NY,Gansevoort,67.248.253.125,true,1,0,0,1,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,498,entity/text/news/tweet/38670,entity/text/news/tweet/38580,1203tid002,1203tid033,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:07:36 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449801,8/23/2015 16:59:24,false,1719390763,,8/23/2015 16:58:41,false,prodege,1,20506920,GBR,,,165.120.21.25,true,1,8,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,498,entity/text/news/tweet/38670,entity/text/news/tweet/38580,1203tid002,1203tid033,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:07:36 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449801,8/23/2015 17:24:23,false,1719399361,,8/23/2015 17:23:57,false,clixsense,1,28351359,GBR,,,92.1.53.25,true,,5,,6,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,true,false,,,,498,entity/text/news/tweet/38670,entity/text/news/tweet/38580,1203tid002,1203tid033,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:07:36 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449801,8/23/2015 17:25:53,false,1719399774,,8/23/2015 17:25:34,false,neodev,1,18990100,CAN,BC,Surrey,154.20.25.100,true,2,1,3,0,4,4,5,5,6,6,,,,,,,,,validated,true,false,false,true,false,false,false,false,,,,498,entity/text/news/tweet/38670,entity/text/news/tweet/38580,1203tid002,1203tid033,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:07:36 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449801,8/23/2015 17:37:24,false,1719403441,,8/23/2015 17:36:40,false,instagc,1,22166359,CAN,BC,Surrey,75.155.223.94,true,4,,5,,,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,,,,498,entity/text/news/tweet/38670,entity/text/news/tweet/38580,1203tid002,1203tid033,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:07:36 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449801,8/23/2015 17:53:36,false,1719407587,,8/23/2015 17:52:02,false,instagc,1,31184650,USA,IA,Mason City,173.26.179.94,true,5,5,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,498,entity/text/news/tweet/38670,entity/text/news/tweet/38580,1203tid002,1203tid033,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:07:36 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449801,8/23/2015 18:00:49,false,1719409209,,8/23/2015 18:00:10,false,neodev,1,33397209,GBR,X5,Cardiff,81.105.50.218,true,5,,,,,,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,,,,498,entity/text/news/tweet/38670,entity/text/news/tweet/38580,1203tid002,1203tid033,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:07:36 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449801,8/23/2015 18:08:26,false,1719410956,,8/23/2015 18:08:03,false,neodev,1,33294824,USA,TX,San Antonio,99.61.28.207,true,5,11,3,5,1,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,498,entity/text/news/tweet/38670,entity/text/news/tweet/38580,1203tid002,1203tid033,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:07:36 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449801,8/23/2015 18:37:26,false,1719417282,,8/23/2015 18:37:02,false,neodev,1,33538351,USA,,,208.31.49.59,true,3,11,2,0,5,5,,13,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,498,entity/text/news/tweet/38670,entity/text/news/tweet/38580,1203tid002,1203tid033,Tell Japan: End Illegal Antarctic Whaling Today!  via @TakePart,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:07:36 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449802,8/23/2015 11:34:56,false,1719260799,,8/23/2015 11:33:50,false,elite,1,32292681,USA,CA,San Jose,173.245.65.25,true,5,5,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,499,entity/text/news/tweet/38794,entity/text/news/tweet/38580,1203tid003,1203tid033,Although I am the biggest whaling nation on earth (%33 of total catches) it's great you focus on Japan.  #Tweet4Taiji,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:38:35 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449802,8/23/2015 11:41:12,false,1719261878,,8/23/2015 11:40:38,false,tremorgames,1,20447575,USA,OH,Columbus,69.47.128.230,true,4,0,5,1,6,4,8,5,9,6,11,8,12,,16,,18,,validated,true,false,false,true,false,false,false,false,,,,499,entity/text/news/tweet/38794,entity/text/news/tweet/38580,1203tid003,1203tid033,Although I am the biggest whaling nation on earth (%33 of total catches) it's great you focus on Japan.  #Tweet4Taiji,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:38:35 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449802,8/23/2015 12:10:01,false,1719266378,,8/23/2015 12:08:54,false,prodege,1,29849805,GBR,Z1,Swansea,82.1.37.235,true,5,5,6,6,18,8,20,11,,12,,13,,,,,,,validated,true,false,false,false,false,false,true,false,,,,499,entity/text/news/tweet/38794,entity/text/news/tweet/38580,1203tid003,1203tid033,Although I am the biggest whaling nation on earth (%33 of total catches) it's great you focus on Japan.  #Tweet4Taiji,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:38:35 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449802,8/23/2015 12:11:21,false,1719266660,,8/23/2015 12:11:06,false,clixsense,1,33721948,USA,OH,Mansfield,76.1.214.119,true,5,5,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,499,entity/text/news/tweet/38794,entity/text/news/tweet/38580,1203tid003,1203tid033,Although I am the biggest whaling nation on earth (%33 of total catches) it's great you focus on Japan.  #Tweet4Taiji,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:38:35 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449802,8/23/2015 12:30:06,false,1719269948,,8/23/2015 12:29:39,false,bitcoinget,1,31256687,USA,NY,Brooklyn,24.146.181.193,true,5,5,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,499,entity/text/news/tweet/38794,entity/text/news/tweet/38580,1203tid003,1203tid033,Although I am the biggest whaling nation on earth (%33 of total catches) it's great you focus on Japan.  #Tweet4Taiji,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:38:35 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449802,8/23/2015 12:43:38,false,1719272573,,8/23/2015 12:43:00,false,neodev,1,32053642,GBR,K8,Woodford Green,86.152.57.44,true,5,4,18,5,20,6,,8,,13,,12,,,,,,,validated,true,false,false,false,false,false,true,false,,,,499,entity/text/news/tweet/38794,entity/text/news/tweet/38580,1203tid003,1203tid033,Although I am the biggest whaling nation on earth (%33 of total catches) it's great you focus on Japan.  #Tweet4Taiji,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:38:35 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449802,8/23/2015 12:44:37,false,1719272760,,8/23/2015 12:44:19,false,prodege,1,28103910,GBR,K3,Peterborough,90.208.151.209,true,5,5,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,499,entity/text/news/tweet/38794,entity/text/news/tweet/38580,1203tid003,1203tid033,Although I am the biggest whaling nation on earth (%33 of total catches) it's great you focus on Japan.  #Tweet4Taiji,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:38:35 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449802,8/23/2015 12:45:38,false,1719273050,,8/23/2015 12:44:31,false,points4rewards,1,20113482,USA,PA,Harrisburg,204.14.14.230,true,4,5,5,6,7,8,8,,6,,9,,11,,10,,12,,validated,true,false,false,true,false,false,false,false,,,,499,entity/text/news/tweet/38794,entity/text/news/tweet/38580,1203tid003,1203tid033,Although I am the biggest whaling nation on earth (%33 of total catches) it's great you focus on Japan.  #Tweet4Taiji,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:38:35 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449802,8/23/2015 12:49:08,false,1719273961,,8/23/2015 12:48:30,false,neodev,1,33761260,USA,DE,Wilmington,199.115.114.218,true,5,5,20,12,,11,,13,,,,,,,,,,,validated,true,false,false,false,false,false,true,false,,,,499,entity/text/news/tweet/38794,entity/text/news/tweet/38580,1203tid003,1203tid033,Although I am the biggest whaling nation on earth (%33 of total catches) it's great you focus on Japan.  #Tweet4Taiji,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:38:35 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449802,8/23/2015 12:49:19,false,1719273972,,8/23/2015 12:48:55,false,instagc,1,19913374,CAN,ON,Woodbridge,174.112.153.114,true,5,5,,,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,499,entity/text/news/tweet/38794,entity/text/news/tweet/38580,1203tid003,1203tid033,Although I am the biggest whaling nation on earth (%33 of total catches) it's great you focus on Japan.  #Tweet4Taiji,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:38:35 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449802,8/23/2015 12:50:32,false,1719274225,,8/23/2015 12:50:04,false,prodege,1,3587109,CAN,NS,Eskasoni,142.166.195.43,true,5,5,6,6,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,499,entity/text/news/tweet/38794,entity/text/news/tweet/38580,1203tid003,1203tid033,Although I am the biggest whaling nation on earth (%33 of total catches) it's great you focus on Japan.  #Tweet4Taiji,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:38:35 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449802,8/23/2015 13:29:37,false,1719283410,,8/23/2015 13:28:53,false,elite,1,33798502,USA,DE,,108.59.10.153,true,8,11,,1,,,,,,,,,,,,,,,validated,true,false,false,false,false,false,false,true,,,,499,entity/text/news/tweet/38794,entity/text/news/tweet/38580,1203tid003,1203tid033,Although I am the biggest whaling nation on earth (%33 of total catches) it's great you focus on Japan.  #Tweet4Taiji,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:38:35 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449802,8/23/2015 13:49:30,false,1719294832,,8/23/2015 13:49:11,false,clixsense,1,33271440,USA,DE,,108.59.10.153,false,,,,,,,,,,,,,,,,,,,validated,false,false,false,false,true,true,false,false,,,,499,entity/text/news/tweet/38794,entity/text/news/tweet/38580,1203tid003,1203tid033,Although I am the biggest whaling nation on earth (%33 of total catches) it's great you focus on Japan.  #Tweet4Taiji,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:38:35 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449802,8/23/2015 13:50:46,false,1719295108,,8/23/2015 13:49:35,false,neodev,1,31827582,USA,CA,San Jose,50.117.34.137,true,5,5,8,6,9,8,,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,,,,499,entity/text/news/tweet/38794,entity/text/news/tweet/38580,1203tid003,1203tid033,Although I am the biggest whaling nation on earth (%33 of total catches) it's great you focus on Japan.  #Tweet4Taiji,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:38:35 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
776449802,8/23/2015 14:17:15,false,1719302489,,8/23/2015 14:16:25,false,clixsense,1,12442416,GBR,H9,London,195.162.100.2,true,9,,11,,12,,18,,,,,,,,,,,,validated,true,false,false,true,false,false,false,false,,,,499,entity/text/news/tweet/38794,entity/text/news/tweet/38580,1203tid003,1203tid033,Although I am the biggest whaling nation on earth (%33 of total catches) it's great you focus on Japan.  #Tweet4Taiji,National Anthems of Great Current Whaling Nations - Russia -  #Tweet4Taiji #thecove #seashepherd,Thu Mar 12 02:38:35 +0000 2015,,,Thu Mar 12 19:39:01 +0000 2015,,
