worker_ID,tweet_ID,more_novel,equally_novel,non_highlighted,irrational
19302668,entity/text/news/tweet/38901,1,0,0,0
3587109,entity/text/news/tweet/38901,0,1,0,0
33761260,entity/text/news/tweet/38901,1,0,0,0
13763729,entity/text/news/tweet/38901,0,0,1,0
31743852,entity/text/news/tweet/38901,0,0,1,0
15577915,entity/text/news/tweet/38901,0,0,1,0
2143114,entity/text/news/tweet/38901,1,0,0,0
19294877,entity/text/news/tweet/38901,0,0,1,0
33294824,entity/text/news/tweet/38901,1,0,0,0
31304413,entity/text/news/tweet/38901,0,0,0,0
18990100,entity/text/news/tweet/38901,0,0,0,0
28524232,entity/text/news/tweet/38901,0,1,0,0
33721948,entity/text/news/tweet/38901,0,1,0,0
21490235,entity/text/news/tweet/38901,0,0,0,0
21665495,entity/text/news/tweet/38901,0,1,0,0
4688131,entity/text/news/tweet/38901,0,0,1,0
25257275,entity/text/news/tweet/38695,0,1,0,0
30326470,entity/text/news/tweet/38695,0,0,0,0
27934334,entity/text/news/tweet/38695,0,0,1,0
23503585,entity/text/news/tweet/38695,0,1,0,0
28513920,entity/text/news/tweet/38695,0,1,0,0
29096504,entity/text/news/tweet/38695,0,1,0,0
33271440,entity/text/news/tweet/38695,0,0,1,0
30137403,entity/text/news/tweet/38695,0,1,0,0
21613169,entity/text/news/tweet/38695,0,1,0,0
15439740,entity/text/news/tweet/38695,0,0,0,0
22222103,entity/text/news/tweet/38695,0,1,0,0
28351359,entity/text/news/tweet/38695,0,0,1,0
4711962,entity/text/news/tweet/38695,0,1,0,0
28884030,entity/text/news/tweet/38695,0,0,1,0
19302668,entity/text/news/tweet/38695,0,0,0,0
25257275,entity/text/news/tweet/38695,0,1,0,0
30326470,entity/text/news/tweet/38695,0,0,0,0
27934334,entity/text/news/tweet/38695,0,0,1,0
23503585,entity/text/news/tweet/38695,0,1,0,0
28513920,entity/text/news/tweet/38695,0,0,0,0
29096504,entity/text/news/tweet/38695,0,1,0,0
33271440,entity/text/news/tweet/38695,0,0,1,0
30137403,entity/text/news/tweet/38695,0,1,0,0
21613169,entity/text/news/tweet/38695,0,1,0,0
15439740,entity/text/news/tweet/38695,0,0,0,0
22222103,entity/text/news/tweet/38695,0,1,0,0
28351359,entity/text/news/tweet/38695,0,0,1,0
4711962,entity/text/news/tweet/38695,0,1,0,0
28884030,entity/text/news/tweet/38695,0,0,1,0
19302668,entity/text/news/tweet/38695,0,0,0,0
29849805,entity/text/news/tweet/38695,1,0,0,0
17950689,entity/text/news/tweet/38695,0,0,1,0
31906954,entity/text/news/tweet/38695,0,1,0,0
20113482,entity/text/news/tweet/38695,1,0,0,0
13581319,entity/text/news/tweet/38695,1,0,0,0
19913374,entity/text/news/tweet/38695,0,1,0,0
11382239,entity/text/news/tweet/38695,0,0,1,0
27753923,entity/text/news/tweet/38695,1,0,0,0
32424428,entity/text/news/tweet/38695,0,0,0,0
29155723,entity/text/news/tweet/38695,1,0,0,0
32292681,entity/text/news/tweet/38695,0,1,0,0
3587109,entity/text/news/tweet/38695,0,1,0,0
20447575,entity/text/news/tweet/38695,1,0,0,0
16101132,entity/text/news/tweet/38695,0,1,0,0
24449707,entity/text/news/tweet/38695,1,0,0,0
29849805,entity/text/news/tweet/38695,1,0,0,0
17950689,entity/text/news/tweet/38695,0,1,0,0
31906954,entity/text/news/tweet/38695,0,1,0,0
13581319,entity/text/news/tweet/38695,0,0,1,0
20113482,entity/text/news/tweet/38695,0,0,0,0
19913374,entity/text/news/tweet/38695,0,1,0,0
11382239,entity/text/news/tweet/38695,0,0,0,0
27753923,entity/text/news/tweet/38695,1,0,0,0
32424428,entity/text/news/tweet/38695,0,1,0,0
29155723,entity/text/news/tweet/38695,0,0,0,0
32292681,entity/text/news/tweet/38695,0,1,0,0
16101132,entity/text/news/tweet/38695,0,1,0,0
24449707,entity/text/news/tweet/38695,1,0,0,0
33761260,entity/text/news/tweet/38695,0,1,0,0
13763729,entity/text/news/tweet/38695,0,0,1,0
25257275,entity/text/news/tweet/38733,0,1,0,0
30326470,entity/text/news/tweet/38733,0,1,0,0
27934334,entity/text/news/tweet/38733,0,0,1,0
23503585,entity/text/news/tweet/38733,0,1,0,0
28513920,entity/text/news/tweet/38733,0,0,1,0
29096504,entity/text/news/tweet/38733,0,1,0,0
33271440,entity/text/news/tweet/38733,0,0,1,0
21613169,entity/text/news/tweet/38733,0,1,0,0
30137403,entity/text/news/tweet/38733,0,1,0,0
15439740,entity/text/news/tweet/38733,0,1,0,0
22222103,entity/text/news/tweet/38733,0,1,0,0
28351359,entity/text/news/tweet/38733,0,0,1,0
4711962,entity/text/news/tweet/38733,0,1,0,0
28884030,entity/text/news/tweet/38733,0,0,1,0
19302668,entity/text/news/tweet/38733,1,0,0,0
29849805,entity/text/news/tweet/38733,1,0,0,0
17950689,entity/text/news/tweet/38733,0,1,0,0
31906954,entity/text/news/tweet/38733,0,1,0,0
13581319,entity/text/news/tweet/38733,0,0,1,0
19913374,entity/text/news/tweet/38733,0,1,0,0
20113482,entity/text/news/tweet/38733,0,0,0,0
11382239,entity/text/news/tweet/38733,0,0,0,0
27753923,entity/text/news/tweet/38733,1,0,0,0
32424428,entity/text/news/tweet/38733,0,0,0,0
32292681,entity/text/news/tweet/38733,0,1,0,0
29155723,entity/text/news/tweet/38733,0,0,0,0
3587109,entity/text/news/tweet/38733,0,1,0,0
16101132,entity/text/news/tweet/38733,0,1,1,1
24449707,entity/text/news/tweet/38733,0,0,0,0
33761260,entity/text/news/tweet/38733,0,0,0,0
25257275,entity/text/news/tweet/38733,0,1,0,0
30326470,entity/text/news/tweet/38733,1,0,0,0
27934334,entity/text/news/tweet/38733,0,0,1,0
23503585,entity/text/news/tweet/38733,0,1,0,0
28513920,entity/text/news/tweet/38733,0,1,0,0
29096504,entity/text/news/tweet/38733,0,1,0,0
33271440,entity/text/news/tweet/38733,0,0,1,0
30137403,entity/text/news/tweet/38733,0,1,0,0
21613169,entity/text/news/tweet/38733,0,1,0,0
15439740,entity/text/news/tweet/38733,1,0,0,0
22222103,entity/text/news/tweet/38733,0,1,0,0
28351359,entity/text/news/tweet/38733,1,0,0,0
4711962,entity/text/news/tweet/38733,0,1,0,0
28884030,entity/text/news/tweet/38733,0,0,1,0
19302668,entity/text/news/tweet/38733,1,0,0,0
30326470,entity/text/news/tweet/38733,1,0,0,0
25257275,entity/text/news/tweet/38733,0,1,0,0
23503585,entity/text/news/tweet/38733,0,1,0,0
27934334,entity/text/news/tweet/38733,0,0,1,0
28513920,entity/text/news/tweet/38733,0,1,0,0
29096504,entity/text/news/tweet/38733,0,1,0,0
33271440,entity/text/news/tweet/38733,0,0,1,0
30137403,entity/text/news/tweet/38733,0,1,0,0
21613169,entity/text/news/tweet/38733,0,1,0,0
15439740,entity/text/news/tweet/38733,0,1,0,0
22222103,entity/text/news/tweet/38733,0,1,0,0
28351359,entity/text/news/tweet/38733,0,0,1,0
4711962,entity/text/news/tweet/38733,0,1,0,0
28884030,entity/text/news/tweet/38733,0,0,1,0
19302668,entity/text/news/tweet/38733,0,0,0,0
29849805,entity/text/news/tweet/38612,0,0,0,0
17950689,entity/text/news/tweet/38612,0,1,0,0
31906954,entity/text/news/tweet/38612,0,1,0,0
20113482,entity/text/news/tweet/38612,0,0,0,0
13581319,entity/text/news/tweet/38612,0,0,1,0
19913374,entity/text/news/tweet/38612,0,1,0,0
11382239,entity/text/news/tweet/38612,0,0,0,0
27753923,entity/text/news/tweet/38612,0,0,1,0
32424428,entity/text/news/tweet/38612,1,0,0,0
29155723,entity/text/news/tweet/38612,0,1,0,0
32292681,entity/text/news/tweet/38612,0,1,0,0
3587109,entity/text/news/tweet/38612,0,1,0,0
20447575,entity/text/news/tweet/38612,0,0,0,0
16101132,entity/text/news/tweet/38612,0,1,1,1
24449707,entity/text/news/tweet/38612,1,0,0,0
29849805,entity/text/news/tweet/38612,0,1,0,0
17950689,entity/text/news/tweet/38612,0,1,0,0
31906954,entity/text/news/tweet/38612,0,1,0,0
13581319,entity/text/news/tweet/38612,1,0,0,0
19913374,entity/text/news/tweet/38612,0,1,0,0
20113482,entity/text/news/tweet/38612,0,0,0,0
11382239,entity/text/news/tweet/38612,0,0,0,0
27753923,entity/text/news/tweet/38612,0,0,1,0
32424428,entity/text/news/tweet/38612,1,0,0,0
32292681,entity/text/news/tweet/38612,0,1,0,0
29155723,entity/text/news/tweet/38612,0,0,0,0
3587109,entity/text/news/tweet/38612,0,1,0,0
16101132,entity/text/news/tweet/38612,0,1,1,1
24449707,entity/text/news/tweet/38612,0,0,0,0
33761260,entity/text/news/tweet/38612,1,0,0,0
29849805,entity/text/news/tweet/38612,1,0,0,0
17950689,entity/text/news/tweet/38612,0,0,1,0
31906954,entity/text/news/tweet/38612,0,1,0,0
13581319,entity/text/news/tweet/38612,1,0,0,0
19913374,entity/text/news/tweet/38612,0,1,0,0
20113482,entity/text/news/tweet/38612,1,0,0,0
11382239,entity/text/news/tweet/38612,0,0,1,0
27753923,entity/text/news/tweet/38612,1,0,0,0
32424428,entity/text/news/tweet/38612,1,0,0,0
32292681,entity/text/news/tweet/38612,0,1,0,0
29155723,entity/text/news/tweet/38612,0,0,0,0
3587109,entity/text/news/tweet/38612,0,1,0,0
16101132,entity/text/news/tweet/38612,0,1,1,1
24449707,entity/text/news/tweet/38612,1,0,0,0
33761260,entity/text/news/tweet/38612,1,0,0,0
33761260,entity/text/news/tweet/38612,1,0,0,0
31743852,entity/text/news/tweet/38612,0,0,1,0
13763729,entity/text/news/tweet/38612,0,0,1,0
15577915,entity/text/news/tweet/38612,0,0,1,0
2143114,entity/text/news/tweet/38612,1,0,0,0
19294877,entity/text/news/tweet/38612,0,1,0,0
33294824,entity/text/news/tweet/38612,0,1,0,0
31304413,entity/text/news/tweet/38612,0,0,0,0
28524232,entity/text/news/tweet/38612,0,0,1,0
18990100,entity/text/news/tweet/38612,1,0,0,0
33721948,entity/text/news/tweet/38612,0,1,0,0
21490235,entity/text/news/tweet/38612,0,0,0,0
21665495,entity/text/news/tweet/38612,0,1,0,0
4688131,entity/text/news/tweet/38612,0,0,1,0
28103910,entity/text/news/tweet/38612,0,1,0,0
29849805,entity/text/news/tweet/38635,0,0,1,0
17950689,entity/text/news/tweet/38635,0,0,1,0
31906954,entity/text/news/tweet/38635,0,1,0,0
20113482,entity/text/news/tweet/38635,0,0,1,0
13581319,entity/text/news/tweet/38635,0,0,1,0
19913374,entity/text/news/tweet/38635,0,1,0,0
11382239,entity/text/news/tweet/38635,0,0,1,0
27753923,entity/text/news/tweet/38635,1,0,0,0
32424428,entity/text/news/tweet/38635,0,0,0,0
29155723,entity/text/news/tweet/38635,0,0,1,0
32292681,entity/text/news/tweet/38635,0,1,0,0
3587109,entity/text/news/tweet/38635,0,1,0,0
20447575,entity/text/news/tweet/38635,0,0,0,0
16101132,entity/text/news/tweet/38635,0,1,1,1
24449707,entity/text/news/tweet/38635,1,0,0,0
33761260,entity/text/news/tweet/38635,0,0,0,0
13763729,entity/text/news/tweet/38635,0,0,1,0
31743852,entity/text/news/tweet/38635,0,0,1,0
15577915,entity/text/news/tweet/38635,0,0,1,0
2143114,entity/text/news/tweet/38635,0,0,1,0
19294877,entity/text/news/tweet/38635,0,0,1,0
33294824,entity/text/news/tweet/38635,0,1,0,0
31304413,entity/text/news/tweet/38635,0,0,0,0
28524232,entity/text/news/tweet/38635,0,0,1,0
18990100,entity/text/news/tweet/38635,0,0,0,0
33721948,entity/text/news/tweet/38635,0,0,1,0
21490235,entity/text/news/tweet/38635,0,0,0,0
21665495,entity/text/news/tweet/38635,0,1,0,0
4688131,entity/text/news/tweet/38635,0,0,1,0
28103910,entity/text/news/tweet/38635,0,0,1,0
29849805,entity/text/news/tweet/38635,0,0,1,0
17950689,entity/text/news/tweet/38635,0,0,1,0
31906954,entity/text/news/tweet/38635,0,1,0,0
20113482,entity/text/news/tweet/38635,0,0,1,0
13581319,entity/text/news/tweet/38635,0,0,1,0
19913374,entity/text/news/tweet/38635,0,1,0,0
11382239,entity/text/news/tweet/38635,0,0,1,0
27753923,entity/text/news/tweet/38635,1,0,0,0
32424428,entity/text/news/tweet/38635,0,0,0,0
29155723,entity/text/news/tweet/38635,0,0,1,0
32292681,entity/text/news/tweet/38635,0,1,0,0
3587109,entity/text/news/tweet/38635,0,1,0,0
20447575,entity/text/news/tweet/38635,0,1,0,0
16101132,entity/text/news/tweet/38635,0,1,1,1
24449707,entity/text/news/tweet/38635,1,0,0,0
30326470,entity/text/news/tweet/38635,0,0,1,0
25257275,entity/text/news/tweet/38635,0,1,0,0
23503585,entity/text/news/tweet/38635,0,1,0,0
27934334,entity/text/news/tweet/38635,0,0,1,0
28513920,entity/text/news/tweet/38635,0,1,0,0
29096504,entity/text/news/tweet/38635,0,1,0,0
33271440,entity/text/news/tweet/38635,0,0,1,0
30137403,entity/text/news/tweet/38635,0,1,0,0
21613169,entity/text/news/tweet/38635,0,0,1,0
15439740,entity/text/news/tweet/38635,0,0,1,0
22222103,entity/text/news/tweet/38635,0,1,0,0
28351359,entity/text/news/tweet/38635,0,0,1,0
4711962,entity/text/news/tweet/38635,0,1,0,0
28884030,entity/text/news/tweet/38635,0,0,1,0
19302668,entity/text/news/tweet/38635,0,0,0,0
29849805,entity/text/news/tweet/38588,0,0,0,0
17950689,entity/text/news/tweet/38588,0,1,0,0
31906954,entity/text/news/tweet/38588,0,1,0,0
13581319,entity/text/news/tweet/38588,1,0,0,0
19913374,entity/text/news/tweet/38588,0,1,0,0
11382239,entity/text/news/tweet/38588,0,0,0,0
20113482,entity/text/news/tweet/38588,0,0,0,0
27753923,entity/text/news/tweet/38588,0,0,1,0
32424428,entity/text/news/tweet/38588,0,0,0,0
32292681,entity/text/news/tweet/38588,0,1,0,0
29155723,entity/text/news/tweet/38588,0,1,0,0
3587109,entity/text/news/tweet/38588,0,1,0,0
16101132,entity/text/news/tweet/38588,0,1,1,1
24449707,entity/text/news/tweet/38588,1,0,0,0
33761260,entity/text/news/tweet/38588,0,0,0,0
29849805,entity/text/news/tweet/38588,1,0,0,0
17950689,entity/text/news/tweet/38588,0,1,0,0
31906954,entity/text/news/tweet/38588,0,1,0,0
13581319,entity/text/news/tweet/38588,1,0,0,0
19913374,entity/text/news/tweet/38588,0,1,0,0
20113482,entity/text/news/tweet/38588,0,0,0,0
11382239,entity/text/news/tweet/38588,0,0,0,0
27753923,entity/text/news/tweet/38588,1,0,0,0
32424428,entity/text/news/tweet/38588,0,1,0,0
32292681,entity/text/news/tweet/38588,0,1,0,0
29155723,entity/text/news/tweet/38588,0,1,0,0
3587109,entity/text/news/tweet/38588,0,1,0,0
16101132,entity/text/news/tweet/38588,0,1,1,1
24449707,entity/text/news/tweet/38588,1,0,0,0
33761260,entity/text/news/tweet/38588,0,0,0,0
29849805,entity/text/news/tweet/38588,1,0,0,0
17950689,entity/text/news/tweet/38588,0,0,1,0
31906954,entity/text/news/tweet/38588,0,1,0,0
20113482,entity/text/news/tweet/38588,1,0,0,0
13581319,entity/text/news/tweet/38588,1,0,0,0
19913374,entity/text/news/tweet/38588,0,1,0,0
11382239,entity/text/news/tweet/38588,0,0,1,0
27753923,entity/text/news/tweet/38588,1,0,0,0
32424428,entity/text/news/tweet/38588,0,1,0,0
29155723,entity/text/news/tweet/38588,1,0,0,0
32292681,entity/text/news/tweet/38588,0,1,0,0
3587109,entity/text/news/tweet/38588,0,1,0,0
20447575,entity/text/news/tweet/38588,1,0,0,0
16101132,entity/text/news/tweet/38588,0,1,1,1
24449707,entity/text/news/tweet/38588,1,0,0,0
3587109,entity/text/news/tweet/38588,0,1,0,0
33761260,entity/text/news/tweet/38588,1,0,0,0
13763729,entity/text/news/tweet/38588,0,0,1,0
31743852,entity/text/news/tweet/38588,0,0,1,0
15577915,entity/text/news/tweet/38588,0,0,1,0
2143114,entity/text/news/tweet/38588,1,0,0,0
19294877,entity/text/news/tweet/38588,0,0,1,0
33294824,entity/text/news/tweet/38588,1,0,0,0
31304413,entity/text/news/tweet/38588,0,0,0,0
18990100,entity/text/news/tweet/38588,0,0,0,0
28524232,entity/text/news/tweet/38588,0,1,0,0
33721948,entity/text/news/tweet/38588,0,1,0,0
21490235,entity/text/news/tweet/38588,0,0,0,0
21665495,entity/text/news/tweet/38588,0,1,0,0
4688131,entity/text/news/tweet/38588,0,0,1,0
25257275,entity/text/news/tweet/38932,0,1,0,0
30326470,entity/text/news/tweet/38932,0,0,0,0
27934334,entity/text/news/tweet/38932,0,0,1,0
23503585,entity/text/news/tweet/38932,0,1,0,0
28513920,entity/text/news/tweet/38932,0,1,0,0
29096504,entity/text/news/tweet/38932,0,1,0,0
33271440,entity/text/news/tweet/38932,0,0,1,0
30137403,entity/text/news/tweet/38932,0,1,0,0
21613169,entity/text/news/tweet/38932,0,1,0,0
15439740,entity/text/news/tweet/38932,0,0,1,0
22222103,entity/text/news/tweet/38932,0,1,0,0
28351359,entity/text/news/tweet/38932,0,0,1,0
4711962,entity/text/news/tweet/38932,0,1,0,0
28884030,entity/text/news/tweet/38932,0,0,1,0
19302668,entity/text/news/tweet/38932,0,0,0,0
25257275,entity/text/news/tweet/38932,0,1,0,0
30326470,entity/text/news/tweet/38932,0,1,0,0
27934334,entity/text/news/tweet/38932,0,0,1,0
23503585,entity/text/news/tweet/38932,0,1,0,0
28513920,entity/text/news/tweet/38932,0,0,0,0
29096504,entity/text/news/tweet/38932,0,1,0,0
33271440,entity/text/news/tweet/38932,0,0,1,0
30137403,entity/text/news/tweet/38932,0,1,0,0
21613169,entity/text/news/tweet/38932,0,1,0,0
15439740,entity/text/news/tweet/38932,0,0,1,0
22222103,entity/text/news/tweet/38932,0,1,0,0
28351359,entity/text/news/tweet/38932,0,0,1,0
4711962,entity/text/news/tweet/38932,0,1,0,0
28884030,entity/text/news/tweet/38932,0,0,1,0
19302668,entity/text/news/tweet/38932,0,0,0,0
29849805,entity/text/news/tweet/38932,0,1,0,0
17950689,entity/text/news/tweet/38932,0,0,1,0
31906954,entity/text/news/tweet/38932,0,1,0,0
20113482,entity/text/news/tweet/38932,0,1,0,0
13581319,entity/text/news/tweet/38932,1,0,0,0
19913374,entity/text/news/tweet/38932,0,1,0,0
11382239,entity/text/news/tweet/38932,0,0,1,0
27753923,entity/text/news/tweet/38932,0,0,1,0
32424428,entity/text/news/tweet/38932,0,0,0,0
29155723,entity/text/news/tweet/38932,0,1,0,0
32292681,entity/text/news/tweet/38932,0,1,0,0
3587109,entity/text/news/tweet/38932,0,1,0,0
20447575,entity/text/news/tweet/38932,1,0,0,0
16101132,entity/text/news/tweet/38932,0,1,1,1
24449707,entity/text/news/tweet/38932,0,0,0,0
25257275,entity/text/news/tweet/38932,0,1,0,0
30326470,entity/text/news/tweet/38932,0,0,0,0
27934334,entity/text/news/tweet/38932,0,0,1,0
23503585,entity/text/news/tweet/38932,0,1,0,0
28513920,entity/text/news/tweet/38932,0,0,0,0
29096504,entity/text/news/tweet/38932,0,1,0,0
33271440,entity/text/news/tweet/38932,0,0,1,0
21613169,entity/text/news/tweet/38932,0,1,0,0
30137403,entity/text/news/tweet/38932,0,1,0,0
15439740,entity/text/news/tweet/38932,0,0,1,0
22222103,entity/text/news/tweet/38932,0,1,0,0
28351359,entity/text/news/tweet/38932,0,0,1,0
4711962,entity/text/news/tweet/38932,0,1,0,0
28884030,entity/text/news/tweet/38932,0,0,1,0
19302668,entity/text/news/tweet/38932,0,0,0,0
29849805,entity/text/news/tweet/38637,0,0,0,0
17950689,entity/text/news/tweet/38637,0,1,0,0
31906954,entity/text/news/tweet/38637,0,1,0,0
13581319,entity/text/news/tweet/38637,1,0,0,0
20113482,entity/text/news/tweet/38637,0,1,0,0
19913374,entity/text/news/tweet/38637,0,1,0,0
11382239,entity/text/news/tweet/38637,0,1,0,0
27753923,entity/text/news/tweet/38637,0,0,1,0
32424428,entity/text/news/tweet/38637,0,0,0,0
29155723,entity/text/news/tweet/38637,0,1,0,0
32292681,entity/text/news/tweet/38637,0,1,0,0
3587109,entity/text/news/tweet/38637,0,1,0,0
20447575,entity/text/news/tweet/38637,0,1,0,0
16101132,entity/text/news/tweet/38637,0,1,0,0
24449707,entity/text/news/tweet/38637,0,1,0,0
25257275,entity/text/news/tweet/38637,0,1,0,0
30326470,entity/text/news/tweet/38637,0,0,0,0
27934334,entity/text/news/tweet/38637,0,0,1,0
23503585,entity/text/news/tweet/38637,0,1,0,0
28513920,entity/text/news/tweet/38637,0,0,0,0
29096504,entity/text/news/tweet/38637,0,1,0,0
33271440,entity/text/news/tweet/38637,0,0,1,0
30137403,entity/text/news/tweet/38637,0,0,0,0
21613169,entity/text/news/tweet/38637,0,1,0,0
15439740,entity/text/news/tweet/38637,0,1,0,0
