_unit_id,_id,_worker_id,clickedforval,ev0a,ev0b,ev1a,ev1b,ev2a,ev2b,ev3a,ev3b,ev4a,ev4b,ev5a,ev5b,ev6a,ev6b,ev7a,ev7b,ev8a,ev8b,selectedforval,tweet1irrelevant,tweet1isgreyed,tweet1novel,tweet2irrelevant,tweet2isgreyed,tweet2novel,tweetsequal,ptid1,ptid2,seedindex1,seedindex2,text1,text2
769942911,1712227341,27934334,true,,0,,8,,9,,,,,,,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38698,0903tid001,0903tid014,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Canada is the only major whaling nation that left IWC. Canada realized IWC is not about sustainable hunting but conservation. #Tweet4Taiji
769942911,1712227388,32352104,true,5,5,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38698,0903tid001,0903tid014,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Canada is the only major whaling nation that left IWC. Canada realized IWC is not about sustainable hunting but conservation. #Tweet4Taiji
769942911,1712228946,32053642,true,0,0,4,4,5,5,11,9,10,17,,20,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38698,0903tid001,0903tid014,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Canada is the only major whaling nation that left IWC. Canada realized IWC is not about sustainable hunting but conservation. #Tweet4Taiji
769942911,1712229058,25257275,true,11,5,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38698,0903tid001,0903tid014,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Canada is the only major whaling nation that left IWC. Canada realized IWC is not about sustainable hunting but conservation. #Tweet4Taiji
769942911,1712234569,21490235,true,5,5,11,,,,,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38698,0903tid001,0903tid014,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Canada is the only major whaling nation that left IWC. Canada realized IWC is not about sustainable hunting but conservation. #Tweet4Taiji
769942911,1712241272,31304413,true,5,5,11,,,,,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38698,0903tid001,0903tid014,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Canada is the only major whaling nation that left IWC. Canada realized IWC is not about sustainable hunting but conservation. #Tweet4Taiji
769942911,1712249161,20113482,true,0,0,4,3,5,4,10,5,11,6,,7,,8,,9,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38698,0903tid001,0903tid014,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Canada is the only major whaling nation that left IWC. Canada realized IWC is not about sustainable hunting but conservation. #Tweet4Taiji
769942913,1711177415,29248520,true,3,1,1,6,4,4,6,7,7,8,8,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38893,entity/text/news/tweet/38667,0903tid002,0903tid006,#IFAW Keeping the pressure on Japan to stop whaling ,Support whale watching in Iceland and help end whaling 
769942913,1711222711,31304413,true,8,1,,2,,8,,,,,,,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38893,entity/text/news/tweet/38667,0903tid002,0903tid006,#IFAW Keeping the pressure on Japan to stop whaling ,Support whale watching in Iceland and help end whaling 
769942913,1711232093,32916723,true,3,0,7,1,8,2,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38893,entity/text/news/tweet/38667,0903tid002,0903tid006,#IFAW Keeping the pressure on Japan to stop whaling ,Support whale watching in Iceland and help end whaling 
769942913,1711248595,32840743,true,8,2,,1,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38893,entity/text/news/tweet/38667,0903tid002,0903tid006,#IFAW Keeping the pressure on Japan to stop whaling ,Support whale watching in Iceland and help end whaling 
769942913,1711254103,21665495,true,8,NA,,8,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38893,entity/text/news/tweet/38667,0903tid002,0903tid006,#IFAW Keeping the pressure on Japan to stop whaling ,Support whale watching in Iceland and help end whaling 
769942913,1711288351,11521789,true,1,0,3,1,4,2,5,4,7,3,8,6,,7,,8,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38893,entity/text/news/tweet/38667,0903tid002,0903tid006,#IFAW Keeping the pressure on Japan to stop whaling ,Support whale watching in Iceland and help end whaling 
769942913,1711310479,29209955,true,8,0,3,8,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38893,entity/text/news/tweet/38667,0903tid002,0903tid006,#IFAW Keeping the pressure on Japan to stop whaling ,Support whale watching in Iceland and help end whaling 
769942913,1711365036,15577915,true,5,,7,,8,,0,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38893,entity/text/news/tweet/38667,0903tid002,0903tid006,#IFAW Keeping the pressure on Japan to stop whaling ,Support whale watching in Iceland and help end whaling 
769942913,1711398306,27753923,true,5,,,,,,,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38893,entity/text/news/tweet/38667,0903tid002,0903tid006,#IFAW Keeping the pressure on Japan to stop whaling ,Support whale watching in Iceland and help end whaling 
769942913,1711406056,31184650,true,8,8,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38893,entity/text/news/tweet/38667,0903tid002,0903tid006,#IFAW Keeping the pressure on Japan to stop whaling ,Support whale watching in Iceland and help end whaling 
769942913,1711440286,33727304,true,1,0,3,1,5,2,8,4,7,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38893,entity/text/news/tweet/38667,0903tid002,0903tid006,#IFAW Keeping the pressure on Japan to stop whaling ,Support whale watching in Iceland and help end whaling 
769942913,1711445297,24449707,true,5,0,7,1,8,2,,4,,7,,8,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38893,entity/text/news/tweet/38667,0903tid002,0903tid006,#IFAW Keeping the pressure on Japan to stop whaling ,Support whale watching in Iceland and help end whaling 
769942913,1711448933,32987272,true,8,8,,2,,4,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38893,entity/text/news/tweet/38667,0903tid002,0903tid006,#IFAW Keeping the pressure on Japan to stop whaling ,Support whale watching in Iceland and help end whaling 
769942913,1711463135,18672993,true,3,2,,8,,7,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38893,entity/text/news/tweet/38667,0903tid002,0903tid006,#IFAW Keeping the pressure on Japan to stop whaling ,Support whale watching in Iceland and help end whaling 
769942913,1711823755,7051387,true,0,0,3,1,4,2,5,4,7,7,8,8,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38893,entity/text/news/tweet/38667,0903tid002,0903tid006,#IFAW Keeping the pressure on Japan to stop whaling ,Support whale watching in Iceland and help end whaling 
769942914,1711177426,29248520,false,5,,3,,8,,7,,1,,,,,,,,,,true,false,false,false,true,true,false,false,entity/text/news/tweet/38893,entity/text/news/tweet/38948,0903tid002,0903tid016,#IFAW Keeping the pressure on Japan to stop whaling ,ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back
769942914,1711222719,31304413,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38893,entity/text/news/tweet/38948,0903tid002,0903tid016,#IFAW Keeping the pressure on Japan to stop whaling ,ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back
769942914,1711232091,32916723,true,3,10,7,11,8,12,,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38893,entity/text/news/tweet/38948,0903tid002,0903tid016,#IFAW Keeping the pressure on Japan to stop whaling ,ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back
769942914,1711248600,32840743,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38893,entity/text/news/tweet/38948,0903tid002,0903tid016,#IFAW Keeping the pressure on Japan to stop whaling ,ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back
769942914,1711254104,21665495,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38893,entity/text/news/tweet/38948,0903tid002,0903tid016,#IFAW Keeping the pressure on Japan to stop whaling ,ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back
769942914,1711288353,11521789,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38893,entity/text/news/tweet/38948,0903tid002,0903tid016,#IFAW Keeping the pressure on Japan to stop whaling ,ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back
769942914,1711310471,29209955,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38893,entity/text/news/tweet/38948,0903tid002,0903tid016,#IFAW Keeping the pressure on Japan to stop whaling ,ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back
769942914,1711365034,15577915,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38893,entity/text/news/tweet/38948,0903tid002,0903tid016,#IFAW Keeping the pressure on Japan to stop whaling ,ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back
769942914,1711398310,27753923,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38893,entity/text/news/tweet/38948,0903tid002,0903tid016,#IFAW Keeping the pressure on Japan to stop whaling ,ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back
769942914,1711406052,31184650,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38893,entity/text/news/tweet/38948,0903tid002,0903tid016,#IFAW Keeping the pressure on Japan to stop whaling ,ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back
769942914,1711440282,33727304,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38893,entity/text/news/tweet/38948,0903tid002,0903tid016,#IFAW Keeping the pressure on Japan to stop whaling ,ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back
769942914,1711445309,24449707,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38893,entity/text/news/tweet/38948,0903tid002,0903tid016,#IFAW Keeping the pressure on Japan to stop whaling ,ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back
769942914,1711448932,32987272,false,8,,5,,,NA,,,,,,,,,,,,,true,false,false,false,true,true,false,false,entity/text/news/tweet/38893,entity/text/news/tweet/38948,0903tid002,0903tid016,#IFAW Keeping the pressure on Japan to stop whaling ,ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back
769942914,1711463137,18672993,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38893,entity/text/news/tweet/38948,0903tid002,0903tid016,#IFAW Keeping the pressure on Japan to stop whaling ,ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back
769942914,1711823753,7051387,false,3,,4,,5,,7,,8,,,,,,,,,,true,false,false,false,true,true,false,false,entity/text/news/tweet/38893,entity/text/news/tweet/38948,0903tid002,0903tid016,#IFAW Keeping the pressure on Japan to stop whaling ,ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back
769942915,1710269711,32338429,true,15,9,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38853,entity/text/news/tweet/38708,0903tid003,0903tid008,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769942915,1710271922,17950689,true,11,8,12,9,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38853,entity/text/news/tweet/38708,0903tid003,0903tid008,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769942915,1710274361,20113482,true,5,1,6,2,8,3,7,4,9,5,10,6,11,7,15,9,NA,8,true,false,false,false,false,false,false,true,entity/text/news/tweet/38853,entity/text/news/tweet/38708,0903tid003,0903tid008,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769942915,1710281440,28884030,false,,,,,,,,,,,,,,,,,,,false,true,true,false,false,false,false,false,entity/text/news/tweet/38853,entity/text/news/tweet/38708,0903tid003,0903tid008,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769942915,1710292586,16101132,true,,7,,8,,9,,14,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38853,entity/text/news/tweet/38708,0903tid003,0903tid008,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769942915,1710297121,32352104,true,15,9,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38853,entity/text/news/tweet/38708,0903tid003,0903tid008,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769942915,1710297316,33565158,true,5,3,6,2,7,4,10,5,11,14,15,9,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38853,entity/text/news/tweet/38708,0903tid003,0903tid008,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769942915,1710301204,4711962,true,15,9,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38853,entity/text/news/tweet/38708,0903tid003,0903tid008,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769942915,1710307018,30779198,true,5,0,7,1,9,2,8,3,10,5,11,7,,8,,9,,11,true,false,false,false,false,false,false,true,entity/text/news/tweet/38853,entity/text/news/tweet/38708,0903tid003,0903tid008,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769942915,1710315463,6344072,true,11,14,14,8,15,9,,7,,5,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38853,entity/text/news/tweet/38708,0903tid003,0903tid008,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769942915,1710320738,19913374,true,15,9,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38853,entity/text/news/tweet/38708,0903tid003,0903tid008,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769942915,1710324131,33903622,true,5,0,8,1,7,5,9,7,11,8,12,9,15,11,,14,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38853,entity/text/news/tweet/38708,0903tid003,0903tid008,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769942915,1710335918,33793607,true,11,8,12,9,13,10,14,11,15,12,,14,,13,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38853,entity/text/news/tweet/38708,0903tid003,0903tid008,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769942915,1710338860,4688131,true,,8,,9,,,,,,,,,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38853,entity/text/news/tweet/38708,0903tid003,0903tid008,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769942915,1710343945,28103910,true,15,9,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38853,entity/text/news/tweet/38708,0903tid003,0903tid008,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769942916,1710742164,29096504,true,11,0,14,1,15,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38853,entity/text/news/tweet/38984,0903tid003,0903tid015,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling,Whaling fleet experts took tailpiece in uniformity with take a joyride ship melbourne: EPqNZp 
769942916,1710784150,21490235,true,14,0,15,,,,,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38853,entity/text/news/tweet/38984,0903tid003,0903tid015,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling,Whaling fleet experts took tailpiece in uniformity with take a joyride ship melbourne: EPqNZp 
769942916,1710806980,33725995,true,15,10,5,12,,11,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38853,entity/text/news/tweet/38984,0903tid003,0903tid015,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling,Whaling fleet experts took tailpiece in uniformity with take a joyride ship melbourne: EPqNZp 
769942916,1710857395,19302668,true,15,0,,,,,,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38853,entity/text/news/tweet/38984,0903tid003,0903tid015,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling,Whaling fleet experts took tailpiece in uniformity with take a joyride ship melbourne: EPqNZp 
769942916,1710880289,28790780,true,15,0,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38853,entity/text/news/tweet/38984,0903tid003,0903tid015,#Anipals #opfunkill plz sign # Demand the IWC stands firm against Japan’s attempts to continue whaling,Whaling fleet experts took tailpiece in uniformity with take a joyride ship melbourne: EPqNZp 
