_unit_id,_golden,_id,_worker_id,clickedforval,ev0a,ev0b,ev1a,ev1b,ev2a,ev2b,ev3a,ev3b,ev4a,ev4b,ev5a,ev5b,ev6a,ev6b,ev7a,ev7b,ev8a,ev8b,selectedforval,tweet1irrelevant,tweet1isgreyed,tweet1novel,tweet2irrelevant,tweet2isgreyed,tweet2novel,tweetsequal,ptid1,ptid2,seedindex1,seedindex2,text1,text2
769565062,false,1709908626,22222103,true,3,7,4,8,,9,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38841,0903tid001,0903tid010,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,ell our Government to urge Japan to end 'scientific whaling' once and for all.   via @ifawuk
769565062,false,1709915163,29155723,true,0,8,1,9,3,7,4,,5,,8,,9,,10,,11,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38841,0903tid001,0903tid010,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,ell our Government to urge Japan to end 'scientific whaling' once and for all.   via @ifawuk
769565062,false,1709936553,30901412,true,0,2,3,5,4,8,5,9,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38841,0903tid001,0903tid010,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,ell our Government to urge Japan to end 'scientific whaling' once and for all.   via @ifawuk
769565063,false,1709657319,17950689,true,0,0,1,1,2,,3,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38920,0903tid001,0903tid011,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd
769565063,false,1709657613,22141613,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38920,0903tid001,0903tid011,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd
769565063,false,1709667919,28884030,true,,,,,,,,,,,,,,,,,,,false,true,true,false,true,true,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38920,0903tid001,0903tid011,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd
769565063,false,1709671341,29849805,true,0,5,4,6,5,8,10,11,11,12,,13,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38920,0903tid001,0903tid011,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd
769565063,false,1709672671,4711962,true,11,5,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38920,0903tid001,0903tid011,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd
769565063,false,1709673473,32306192,true,5,3,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38920,0903tid001,0903tid011,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd
769565063,false,1709682434,32053642,true,0,4,4,5,5,8,8,12,10,13,11,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38920,0903tid001,0903tid011,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd
769565063,false,1709834638,20113482,true,10,3,11,4,7,5,8,6,9,8,,,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38920,0903tid001,0903tid011,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd
769565063,false,1709847939,31304413,true,5,5,11,,,,,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38920,0903tid001,0903tid011,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd
769565063,false,1709877109,22535866,true,5,5,,,,,,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38920,0903tid001,0903tid011,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd
769565063,false,1709908861,22222103,true,3,1,4,NA,,5,,6,,8,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38920,0903tid001,0903tid011,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd
769565063,false,1709916280,29155723,true,0,4,1,5,3,6,4,8,5,,7,,8,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38920,0903tid001,0903tid011,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd
769565063,false,1709936564,30901412,true,0,,3,,4,,5,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38920,0903tid001,0903tid011,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd
769565063,false,1709959630,26602053,true,0,4,3,5,4,6,5,8,7,,8,,9,,10,,11,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38920,0903tid001,0903tid011,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd
769565063,false,1709963685,16654434,true,5,3,,4,,5,,6,,,,,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38920,0903tid001,0903tid011,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd
769565064,false,1709657320,17950689,true,0,3,1,4,2,,3,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38914,0903tid001,0903tid012,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,About to begin whaling out on the Boss Gacha and ALL OF A SUDDEN (Also snagged Ekoro at *4) 
769565064,false,1709657615,22141613,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38914,0903tid001,0903tid012,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,About to begin whaling out on the Boss Gacha and ALL OF A SUDDEN (Also snagged Ekoro at *4) 
769565064,false,1709667908,28884030,false,,,,,,,,,,,,,,,,,,,false,true,true,false,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38914,0903tid001,0903tid012,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,About to begin whaling out on the Boss Gacha and ALL OF A SUDDEN (Also snagged Ekoro at *4) 
769565064,false,1709671370,29849805,true,0,3,4,,5,,10,,11,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38914,0903tid001,0903tid012,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,About to begin whaling out on the Boss Gacha and ALL OF A SUDDEN (Also snagged Ekoro at *4) 
769565064,false,1709672674,4711962,true,5,3,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38914,0903tid001,0903tid012,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,About to begin whaling out on the Boss Gacha and ALL OF A SUDDEN (Also snagged Ekoro at *4) 
769565064,false,1709673472,32306192,true,5,1,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38914,0903tid001,0903tid012,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,About to begin whaling out on the Boss Gacha and ALL OF A SUDDEN (Also snagged Ekoro at *4) 
769565064,false,1709682417,32053642,true,0,3,4,7,5,8,8,,10,,11,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38914,0903tid001,0903tid012,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,About to begin whaling out on the Boss Gacha and ALL OF A SUDDEN (Also snagged Ekoro at *4) 
769565064,false,1709834636,20113482,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38914,0903tid001,0903tid012,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,About to begin whaling out on the Boss Gacha and ALL OF A SUDDEN (Also snagged Ekoro at *4) 
769565064,false,1709847940,31304413,true,5,3,11,,,,,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38914,0903tid001,0903tid012,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,About to begin whaling out on the Boss Gacha and ALL OF A SUDDEN (Also snagged Ekoro at *4) 
769565064,false,1709877108,22535866,true,5,3,4,,,,,,,,,,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38914,0903tid001,0903tid012,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,About to begin whaling out on the Boss Gacha and ALL OF A SUDDEN (Also snagged Ekoro at *4) 
769565064,false,1709908865,22222103,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38914,0903tid001,0903tid012,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,About to begin whaling out on the Boss Gacha and ALL OF A SUDDEN (Also snagged Ekoro at *4) 
769565064,false,1709916308,29155723,true,0,0,1,1,3,2,4,3,5,7,7,8,8,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38914,0903tid001,0903tid012,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,About to begin whaling out on the Boss Gacha and ALL OF A SUDDEN (Also snagged Ekoro at *4) 
769565064,false,1709936696,30901412,true,0,,3,,4,,5,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38914,0903tid001,0903tid012,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,About to begin whaling out on the Boss Gacha and ALL OF A SUDDEN (Also snagged Ekoro at *4) 
769565064,false,1709959631,26602053,true,0,3,3,7,4,8,5,,7,,8,,9,,10,,11,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38914,0903tid001,0903tid012,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,About to begin whaling out on the Boss Gacha and ALL OF A SUDDEN (Also snagged Ekoro at *4) 
769565064,false,1709963682,16654434,true,3,3,4,,5,,,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38914,0903tid001,0903tid012,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,About to begin whaling out on the Boss Gacha and ALL OF A SUDDEN (Also snagged Ekoro at *4) 
769565065,false,1709656745,17950689,true,0,0,1,1,2,2,3,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38784,0903tid001,0903tid013,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Japan's 'Scientific' Whaling: NOT FOR PURPOSES OF SCIENTIFIC RESEARCH (IJC Ruled) 
769565065,false,1709657201,22141613,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38784,0903tid001,0903tid013,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Japan's 'Scientific' Whaling: NOT FOR PURPOSES OF SCIENTIFIC RESEARCH (IJC Ruled) 
769565065,false,1709667453,28884030,false,,,,,,,,,,,,,,,,,,,false,true,true,false,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38784,0903tid001,0903tid013,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Japan's 'Scientific' Whaling: NOT FOR PURPOSES OF SCIENTIFIC RESEARCH (IJC Ruled) 
769565065,false,1709670993,29849805,true,0,1,5,0,4,2,10,9,11,10,,7,,8,,3,,4,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38784,0903tid001,0903tid013,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Japan's 'Scientific' Whaling: NOT FOR PURPOSES OF SCIENTIFIC RESEARCH (IJC Ruled) 
769565065,false,1709672403,4711962,true,11,2,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38784,0903tid001,0903tid013,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Japan's 'Scientific' Whaling: NOT FOR PURPOSES OF SCIENTIFIC RESEARCH (IJC Ruled) 
769565065,false,1709673196,32306192,true,5,6,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38784,0903tid001,0903tid013,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Japan's 'Scientific' Whaling: NOT FOR PURPOSES OF SCIENTIFIC RESEARCH (IJC Ruled) 
769565065,false,1709682196,32053642,true,0,0,4,2,5,7,8,8,10,,11,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38784,0903tid001,0903tid013,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Japan's 'Scientific' Whaling: NOT FOR PURPOSES OF SCIENTIFIC RESEARCH (IJC Ruled) 
769565065,false,1709785140,30779198,true,,0,,1,,2,,3,,4,,8,,7,,5,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38784,0903tid001,0903tid013,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Japan's 'Scientific' Whaling: NOT FOR PURPOSES OF SCIENTIFIC RESEARCH (IJC Ruled) 
769565065,false,1709815793,4688131,true,,1,,9,,2,,10,,,,,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38784,0903tid001,0903tid013,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Japan's 'Scientific' Whaling: NOT FOR PURPOSES OF SCIENTIFIC RESEARCH (IJC Ruled) 
769565065,false,1709834433,20113482,true,10,9,11,10,NA,,NA,,NA,,,,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38784,0903tid001,0903tid013,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Japan's 'Scientific' Whaling: NOT FOR PURPOSES OF SCIENTIFIC RESEARCH (IJC Ruled) 
769565065,false,1709847669,31304413,true,5,1,11,2,10,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38784,0903tid001,0903tid013,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Japan's 'Scientific' Whaling: NOT FOR PURPOSES OF SCIENTIFIC RESEARCH (IJC Ruled) 
769565065,false,1709877024,22535866,true,5,2,4,,,,,,,,,,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38784,0903tid001,0903tid013,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Japan's 'Scientific' Whaling: NOT FOR PURPOSES OF SCIENTIFIC RESEARCH (IJC Ruled) 
769565065,false,1709908620,22222103,true,3,1,4,2,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38784,0903tid001,0903tid013,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Japan's 'Scientific' Whaling: NOT FOR PURPOSES OF SCIENTIFIC RESEARCH (IJC Ruled) 
769565065,false,1709915148,29155723,true,0,0,1,2,3,3,4,4,5,5,7,6,8,7,11,8,10,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38784,0903tid001,0903tid013,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Japan's 'Scientific' Whaling: NOT FOR PURPOSES OF SCIENTIFIC RESEARCH (IJC Ruled) 
769565065,false,1709936710,30901412,true,0,0,3,1,4,2,5,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38784,0903tid001,0903tid013,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Japan's 'Scientific' Whaling: NOT FOR PURPOSES OF SCIENTIFIC RESEARCH (IJC Ruled) 
769565066,false,1709936815,30901412,true,3,,5,,7,,8,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38893,entity/text/news/tweet/38897,0903tid002,0903tid020,#IFAW Keeping the pressure on Japan to stop whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769565066,false,1709959820,26602053,true,1,4,2,5,3,6,5,8,7,,8,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38893,entity/text/news/tweet/38897,0903tid002,0903tid020,#IFAW Keeping the pressure on Japan to stop whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769565066,false,1709979639,23804661,true,3,4,5,6,7,5,8,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38893,entity/text/news/tweet/38897,0903tid002,0903tid020,#IFAW Keeping the pressure on Japan to stop whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769565066,false,1709988494,3587109,true,3,4,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38893,entity/text/news/tweet/38897,0903tid002,0903tid020,#IFAW Keeping the pressure on Japan to stop whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769565066,false,1709990312,31184650,true,8,8,,6,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38893,entity/text/news/tweet/38897,0903tid002,0903tid020,#IFAW Keeping the pressure on Japan to stop whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769565066,false,1710003676,25257275,true,,6,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38893,entity/text/news/tweet/38897,0903tid002,0903tid020,#IFAW Keeping the pressure on Japan to stop whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769565066,false,1710016945,14571439,true,8,6,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38893,entity/text/news/tweet/38897,0903tid002,0903tid020,#IFAW Keeping the pressure on Japan to stop whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769565066,false,1710017857,33500282,true,0,,1,,2,,3,,4,,6,,5,,8,,7,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38893,entity/text/news/tweet/38897,0903tid002,0903tid020,#IFAW Keeping the pressure on Japan to stop whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769565066,false,1710074791,21490235,true,8,6,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38893,entity/text/news/tweet/38897,0903tid002,0903tid020,#IFAW Keeping the pressure on Japan to stop whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769565066,false,1710116593,16654434,true,8,3,5,4,3,5,6,6,7,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38893,entity/text/news/tweet/38897,0903tid002,0903tid020,#IFAW Keeping the pressure on Japan to stop whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769565066,false,1710133768,20312760,true,,4,,,,,,,,,,,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38893,entity/text/news/tweet/38897,0903tid002,0903tid020,#IFAW Keeping the pressure on Japan to stop whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769565066,false,1710134696,32338429,true,7,5,8,6,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38893,entity/text/news/tweet/38897,0903tid002,0903tid020,#IFAW Keeping the pressure on Japan to stop whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769565066,false,1710162776,21665495,true,8,6,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38893,entity/text/news/tweet/38897,0903tid002,0903tid020,#IFAW Keeping the pressure on Japan to stop whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769565066,false,1710162967,16682358,true,3,8,4,4,5,5,,6,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38893,entity/text/news/tweet/38897,0903tid002,0903tid020,#IFAW Keeping the pressure on Japan to stop whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769565066,false,1710203070,33386576,true,,8,,3,,4,,,,,,,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38893,entity/text/news/tweet/38897,0903tid002,0903tid020,#IFAW Keeping the pressure on Japan to stop whaling ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769565067,false,1709834900,20113482,true,5,3,8,4,,5,,8,,6,,,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38893,entity/text/news/tweet/38583,0903tid002,0903tid021,#IFAW Keeping the pressure on Japan to stop whaling ,National Anthems of Great Current Whaling Nations - Greenland - #Tweet4Taiji #TheCove #SeaShepherd
769565067,false,1709848163,31304413,true,8,5,7,,,,,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38893,entity/text/news/tweet/38583,0903tid002,0903tid021,#IFAW Keeping the pressure on Japan to stop whaling ,National Anthems of Great Current Whaling Nations - Greenland - #Tweet4Taiji #TheCove #SeaShepherd
