_unit_id,_id,_worker_id,clickedforval,ev0a,ev0b,ev1a,ev1b,ev2a,ev2b,ev3a,ev3b,ev4a,ev4b,ev5a,ev5b,ev6a,ev6b,ev7a,ev7b,ev8a,ev8b,selectedforval,tweet1irrelevant,tweet1isgreyed,tweet1novel,tweet2irrelevant,tweet2isgreyed,tweet2novel,tweetsequal,ptid1,ptid2,seedindex1,seedindex2,text1,text2
770177871,1711445821,24449707,true,5,3,7,4,8,5,9,6,2,8,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38841,entity/text/news/tweet/38583,0903tid010,0903tid021,ell our Government to urge Japan to end 'scientific whaling' once and for all.   via @ifawuk,National Anthems of Great Current Whaling Nations - Greenland - #Tweet4Taiji #TheCove #SeaShepherd
770177871,1711449266,32987272,true,9,5,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38841,entity/text/news/tweet/38583,0903tid010,0903tid021,ell our Government to urge Japan to end 'scientific whaling' once and for all.   via @ifawuk,National Anthems of Great Current Whaling Nations - Greenland - #Tweet4Taiji #TheCove #SeaShepherd
770177871,1711458071,19302668,true,9,5,5,,,,,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38841,entity/text/news/tweet/38583,0903tid010,0903tid021,ell our Government to urge Japan to end 'scientific whaling' once and for all.   via @ifawuk,National Anthems of Great Current Whaling Nations - Greenland - #Tweet4Taiji #TheCove #SeaShepherd
770177871,1711490789,33014503,true,2,0,4,1,7,8,8,,9,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38841,entity/text/news/tweet/38583,0903tid010,0903tid021,ell our Government to urge Japan to end 'scientific whaling' once and for all.   via @ifawuk,National Anthems of Great Current Whaling Nations - Greenland - #Tweet4Taiji #TheCove #SeaShepherd
770177871,1711523282,23503585,true,2,3,4,4,5,5,6,6,7,8,8,,9,,3,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38841,entity/text/news/tweet/38583,0903tid010,0903tid021,ell our Government to urge Japan to end 'scientific whaling' once and for all.   via @ifawuk,National Anthems of Great Current Whaling Nations - Greenland - #Tweet4Taiji #TheCove #SeaShepherd
770177871,1711648890,30482004,true,2,,3,,4,,5,,6,,7,,8,,9,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38841,entity/text/news/tweet/38583,0903tid010,0903tid021,ell our Government to urge Japan to end 'scientific whaling' once and for all.   via @ifawuk,National Anthems of Great Current Whaling Nations - Greenland - #Tweet4Taiji #TheCove #SeaShepherd
770177871,1711650023,22141613,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38841,entity/text/news/tweet/38583,0903tid010,0903tid021,ell our Government to urge Japan to end 'scientific whaling' once and for all.   via @ifawuk,National Anthems of Great Current Whaling Nations - Greenland - #Tweet4Taiji #TheCove #SeaShepherd
770177871,1711672021,16654434,true,8,3,9,4,10,5,2,6,5,,12,,11,,13,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38841,entity/text/news/tweet/38583,0903tid010,0903tid021,ell our Government to urge Japan to end 'scientific whaling' once and for all.   via @ifawuk,National Anthems of Great Current Whaling Nations - Greenland - #Tweet4Taiji #TheCove #SeaShepherd
770177872,1710994291,2143114,true,5,,,,,,,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38920,entity/text/news/tweet/38948,0903tid011,0903tid016,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid, now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back"
770177872,1710998175,33294824,true,5,10,11,,,,,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38920,entity/text/news/tweet/38948,0903tid011,0903tid016,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid, now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back"
770177872,1711023406,22535866,true,5,10,,,,,,,,,,,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38920,entity/text/news/tweet/38948,0903tid011,0903tid016,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid, now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back"
770177872,1711025152,6344072,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38920,entity/text/news/tweet/38948,0903tid011,0903tid016,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid, now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back"
770177872,1711030191,32799278,true,5,10,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38920,entity/text/news/tweet/38948,0903tid011,0903tid016,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid, now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back"
770177872,1711036234,31743852,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38920,entity/text/news/tweet/38948,0903tid011,0903tid016,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid, now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back"
770177872,1711047605,33903622,false,8,,6,,5,,0,,1,,,,,,,,,,true,false,false,false,true,true,false,false,entity/text/news/tweet/38920,entity/text/news/tweet/38948,0903tid011,0903tid016,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid, now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back"
770177872,1711059509,4688131,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38920,entity/text/news/tweet/38948,0903tid011,0903tid016,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid, now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back"
770177872,1711137499,3587109,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38920,entity/text/news/tweet/38948,0903tid011,0903tid016,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid, now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back"
770177872,1711140783,19913374,true,5,10,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38920,entity/text/news/tweet/38948,0903tid011,0903tid016,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid, now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back"
770177872,1711145722,20113482,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38920,entity/text/news/tweet/38948,0903tid011,0903tid016,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid, now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back"
770177872,1711194339,9653950,false,0,,1,,3,,2,,4,,5,,6,,8,,,,true,false,false,false,true,true,false,false,entity/text/news/tweet/38920,entity/text/news/tweet/38948,0903tid011,0903tid016,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid, now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back"
770177872,1711223412,31304413,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38920,entity/text/news/tweet/38948,0903tid011,0903tid016,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid, now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back"
770177872,1711230652,33565158,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38920,entity/text/news/tweet/38948,0903tid011,0903tid016,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid, now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back"
770177872,1711235335,20043586,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38920,entity/text/news/tweet/38948,0903tid011,0903tid016,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"ncredible passion&amp; candor from #Nebrasketball HOF'r Beau Reid, now @937theticket whaling on refs in #Huskers game &amp; why NU will bounce back"
770177873,1711240737,28103910,true,5,16,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38920,entity/text/news/tweet/38616,0903tid011,0903tid018,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"RT @irukahagohan: ""Dolphin is more important than pet animals” ""Dolphin is my family” Japanese cannot understand anti-whaling-men.#tweet4ta…"
770177873,1711249931,32840743,true,6,16,5,,,,,,,,,,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38920,entity/text/news/tweet/38616,0903tid011,0903tid018,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"RT @irukahagohan: ""Dolphin is more important than pet animals” ""Dolphin is my family” Japanese cannot understand anti-whaling-men.#tweet4ta…"
770177873,1711254628,21665495,true,5,16,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38920,entity/text/news/tweet/38616,0903tid011,0903tid018,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"RT @irukahagohan: ""Dolphin is more important than pet animals” ""Dolphin is my family” Japanese cannot understand anti-whaling-men.#tweet4ta…"
770177873,1711256902,32281591,true,1,2,3,7,5,,8,,12,,11,,13,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38920,entity/text/news/tweet/38616,0903tid011,0903tid018,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"RT @irukahagohan: ""Dolphin is more important than pet animals” ""Dolphin is my family” Japanese cannot understand anti-whaling-men.#tweet4ta…"
770177873,1711260300,22166359,true,0,2,1,5,5,6,6,7,4,8,,,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38920,entity/text/news/tweet/38616,0903tid011,0903tid018,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"RT @irukahagohan: ""Dolphin is more important than pet animals” ""Dolphin is my family” Japanese cannot understand anti-whaling-men.#tweet4ta…"
770177873,1711277686,31184650,true,NA,16,5,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38920,entity/text/news/tweet/38616,0903tid011,0903tid018,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"RT @irukahagohan: ""Dolphin is more important than pet animals” ""Dolphin is my family” Japanese cannot understand anti-whaling-men.#tweet4ta…"
770177873,1711291662,11521789,true,5,2,6,5,8,8,,13,,14,,15,,16,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38920,entity/text/news/tweet/38616,0903tid011,0903tid018,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"RT @irukahagohan: ""Dolphin is more important than pet animals” ""Dolphin is my family” Japanese cannot understand anti-whaling-men.#tweet4ta…"
770177873,1711298635,33727304,true,5,13,6,16,8,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38920,entity/text/news/tweet/38616,0903tid011,0903tid018,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"RT @irukahagohan: ""Dolphin is more important than pet animals” ""Dolphin is my family” Japanese cannot understand anti-whaling-men.#tweet4ta…"
770177873,1711323747,33725995,true,5,12,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38920,entity/text/news/tweet/38616,0903tid011,0903tid018,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"RT @irukahagohan: ""Dolphin is more important than pet animals” ""Dolphin is my family” Japanese cannot understand anti-whaling-men.#tweet4ta…"
770177873,1711351102,22222103,true,5,16,6,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38920,entity/text/news/tweet/38616,0903tid011,0903tid018,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"RT @irukahagohan: ""Dolphin is more important than pet animals” ""Dolphin is my family” Japanese cannot understand anti-whaling-men.#tweet4ta…"
770177873,1711353751,29096504,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38920,entity/text/news/tweet/38616,0903tid011,0903tid018,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"RT @irukahagohan: ""Dolphin is more important than pet animals” ""Dolphin is my family” Japanese cannot understand anti-whaling-men.#tweet4ta…"
770177873,1711358021,13581319,true,3,,4,,5,,6,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38920,entity/text/news/tweet/38616,0903tid011,0903tid018,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"RT @irukahagohan: ""Dolphin is more important than pet animals” ""Dolphin is my family” Japanese cannot understand anti-whaling-men.#tweet4ta…"
770177873,1711365347,15577915,true,4,,5,,6,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38920,entity/text/news/tweet/38616,0903tid011,0903tid018,National Anthems of Great Current Whaling Nations - Iceland -  #Tweet4Taiji #thecove #seashepherd,"RT @irukahagohan: ""Dolphin is more important than pet animals” ""Dolphin is my family” Japanese cannot understand anti-whaling-men.#tweet4ta…"
