_unit_id,_id,_tainted,_worker_id,clickedforval,ev0a,ev0b,ev1a,ev1b,ev2a,ev2b,ev3a,ev3b,ev4a,ev4b,ev5a,ev5b,ev6a,ev6b,ev7a,ev7b,ev8a,ev8b,selectedforval,tweet1irrelevant,tweet1isgreyed,tweet1novel,tweet2irrelevant,tweet2isgreyed,tweet2novel,tweetsequal,ptid1,ptid2,seedindex1,seedindex2,text1,text2
769563675,1711043042,false,29688905,true,5,1,11,8,,,,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38667,0903tid001,0903tid006,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Support whale watching in Iceland and help end whaling 
769563675,1711050399,false,32353289,true,6,0,7,1,9,2,8,4,10,3,NA,5,,6,,7,,8,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38667,0903tid001,0903tid006,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Support whale watching in Iceland and help end whaling 
769563675,1711133122,false,3587109,true,4,1,3,2,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38667,0903tid001,0903tid006,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Support whale watching in Iceland and help end whaling 
769563675,1711158419,false,29248520,true,0,0,1,1,3,2,4,4,5,6,,7,,8,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38667,0903tid001,0903tid006,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Support whale watching in Iceland and help end whaling 
769563675,1711220479,false,31304413,true,5,1,11,8,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38667,0903tid001,0903tid006,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Support whale watching in Iceland and help end whaling 
769563676,1710022326,false,28884030,true,,,,,,,,,,,,,,,,,,,false,true,true,false,true,true,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38797,0903tid001,0903tid007,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,At the helm of the Cheynes 4 whaling boat. Thankfully it is no longer in use. It was very interesting…
769563676,1710141402,false,32338429,true,5,7,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38797,0903tid001,0903tid007,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,At the helm of the Cheynes 4 whaling boat. Thankfully it is no longer in use. It was very interesting…
769563676,1710142361,false,13581319,true,0,7,3,8,4,,5,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38797,0903tid001,0903tid007,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,At the helm of the Cheynes 4 whaling boat. Thankfully it is no longer in use. It was very interesting…
769563676,1710160350,false,21665495,false,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38797,0903tid001,0903tid007,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,At the helm of the Cheynes 4 whaling boat. Thankfully it is no longer in use. It was very interesting…
769563676,1710160829,false,16682358,true,3,2,4,5,5,6,,7,,8,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38797,0903tid001,0903tid007,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,At the helm of the Cheynes 4 whaling boat. Thankfully it is no longer in use. It was very interesting…
769563676,1710162387,false,33500282,true,1,,0,,2,,3,,4,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38797,0903tid001,0903tid007,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,At the helm of the Cheynes 4 whaling boat. Thankfully it is no longer in use. It was very interesting…
769563676,1710165124,false,15577915,true,0,7,1,8,3,,4,,5,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38797,0903tid001,0903tid007,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,At the helm of the Cheynes 4 whaling boat. Thankfully it is no longer in use. It was very interesting…
769563676,1710180981,false,32352104,true,5,7,,,,,,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38797,0903tid001,0903tid007,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,At the helm of the Cheynes 4 whaling boat. Thankfully it is no longer in use. It was very interesting…
769563676,1710204121,false,33386576,true,0,,4,,5,,11,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38797,0903tid001,0903tid007,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,At the helm of the Cheynes 4 whaling boat. Thankfully it is no longer in use. It was very interesting…
769563676,1710207877,false,33793607,true,0,5,1,6,2,7,3,8,4,,5,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38797,0903tid001,0903tid007,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,At the helm of the Cheynes 4 whaling boat. Thankfully it is no longer in use. It was very interesting…
769563676,1710208034,false,28103910,true,11,7,5,,,,,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38797,0903tid001,0903tid007,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,At the helm of the Cheynes 4 whaling boat. Thankfully it is no longer in use. It was very interesting…
769563676,1710256122,false,33721948,true,4,7,5,8,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38797,0903tid001,0903tid007,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,At the helm of the Cheynes 4 whaling boat. Thankfully it is no longer in use. It was very interesting…
769563676,1710271427,false,17950689,true,4,7,5,8,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38797,0903tid001,0903tid007,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,At the helm of the Cheynes 4 whaling boat. Thankfully it is no longer in use. It was very interesting…
769563676,1710289059,false,16101132,true,,5,,7,,8,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38797,0903tid001,0903tid007,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,At the helm of the Cheynes 4 whaling boat. Thankfully it is no longer in use. It was very interesting…
769563676,1710289323,false,28524232,true,5,7,0,8,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38797,0903tid001,0903tid007,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,At the helm of the Cheynes 4 whaling boat. Thankfully it is no longer in use. It was very interesting…
769563677,1710162340,false,21665495,true,5,9,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38708,0903tid001,0903tid008,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769563677,1710163788,false,33500282,true,0,,1,,3,,5,,4,,2,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38708,0903tid001,0903tid008,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769563677,1710166051,false,15577915,true,,5,,8,,9,,,,,,,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38708,0903tid001,0903tid008,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769563677,1710205087,false,33386576,true,4,,5,,0,,11,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38708,0903tid001,0903tid008,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769563677,1710208841,false,28103910,true,11,9,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38708,0903tid001,0903tid008,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769563677,1710209214,false,33793607,true,7,8,8,9,9,10,10,11,11,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38708,0903tid001,0903tid008,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769563677,1710257700,false,33721948,true,5,9,4,8,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38708,0903tid001,0903tid008,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769563677,1710278399,false,17950689,true,10,8,11,9,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38708,0903tid001,0903tid008,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769563677,1710290818,false,16101132,true,,7,,8,,9,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38708,0903tid001,0903tid008,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769563677,1710306716,false,28524232,true,0,8,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38708,0903tid001,0903tid008,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769563677,1710307298,false,6344072,true,4,9,5,7,0,14,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38708,0903tid001,0903tid008,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769563677,1710313115,false,20043586,true,7,0,8,1,6,,,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38708,0903tid001,0903tid008,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769563677,1710319785,false,19913374,true,11,9,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38708,0903tid001,0903tid008,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769563677,1710335573,false,32281591,true,5,7,7,8,8,9,9,11,10,13,11,2,,16,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38708,0903tid001,0903tid008,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769563677,1710340270,false,4688131,true,,8,,9,,,,,,,,,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38708,0903tid001,0903tid008,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Sign letter calling for an end to barbaric 'scientific' whaling in Antarctica by the Japanese  R…
769563678,1710161662,false,21665495,true,11,6,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38993,0903tid001,0903tid009,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Support or boycott? Why supporting Iceland's whale watch industry is vital for ending whaling
769563678,1710162008,false,16682358,true,5,4,0,5,,6,,8,,,,,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38993,0903tid001,0903tid009,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Support or boycott? Why supporting Iceland's whale watch industry is vital for ending whaling
769563678,1710163128,false,33500282,true,0,,1,,3,,5,,4,,2,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38993,0903tid001,0903tid009,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Support or boycott? Why supporting Iceland's whale watch industry is vital for ending whaling
769563678,1710165449,false,15577915,true,8,,9,,10,,11,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38993,0903tid001,0903tid009,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Support or boycott? Why supporting Iceland's whale watch industry is vital for ending whaling
769563678,1710181874,false,32352104,true,5,13,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38993,0903tid001,0903tid009,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Support or boycott? Why supporting Iceland's whale watch industry is vital for ending whaling
769563678,1710204610,false,33386576,true,0,,5,,11,,,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38993,0903tid001,0903tid009,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Support or boycott? Why supporting Iceland's whale watch industry is vital for ending whaling
769563678,1710208430,false,28103910,true,5,6,11,13,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38993,0903tid001,0903tid009,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Support or boycott? Why supporting Iceland's whale watch industry is vital for ending whaling
769563678,1710208510,false,33793607,true,7,6,8,7,9,8,10,9,11,10,,11,,12,,13,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38993,0903tid001,0903tid009,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Support or boycott? Why supporting Iceland's whale watch industry is vital for ending whaling
769563678,1710256785,false,33721948,true,4,6,5,13,,12,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38993,0903tid001,0903tid009,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Support or boycott? Why supporting Iceland's whale watch industry is vital for ending whaling
769563678,1710276229,false,17950689,true,0,1,1,2,2,0,3,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38993,0903tid001,0903tid009,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Support or boycott? Why supporting Iceland's whale watch industry is vital for ending whaling
769563678,1710289892,false,16101132,true,0,,3,,4,,5,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38993,0903tid001,0903tid009,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Support or boycott? Why supporting Iceland's whale watch industry is vital for ending whaling
769563678,1710295544,false,28524232,true,8,5,9,6,10,7,11,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38993,0903tid001,0903tid009,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Support or boycott? Why supporting Iceland's whale watch industry is vital for ending whaling
769563678,1710304184,false,6344072,true,4,7,5,6,0,8,,5,,13,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38993,0903tid001,0903tid009,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Support or boycott? Why supporting Iceland's whale watch industry is vital for ending whaling
769563678,1710312555,false,20043586,true,8,10,7,11,9,12,,3,,4,,5,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38993,0903tid001,0903tid009,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Support or boycott? Why supporting Iceland's whale watch industry is vital for ending whaling
769563678,1710319300,false,19913374,true,11,13,,,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38993,0903tid001,0903tid009,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,Support or boycott? Why supporting Iceland's whale watch industry is vital for ending whaling
769563679,1710021683,false,28884030,false,,,,,,,,,,,,,,,,,,,false,true,true,false,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38897,0903tid001,0903tid020,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769563679,1710026377,false,31613324,true,7,6,8,,9,,10,,11,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38897,0903tid001,0903tid020,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769563679,1710042546,false,33538351,true,0,6,1,8,3,,4,,5,,11,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38897,0903tid001,0903tid020,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769563679,1710048115,false,29849805,true,0,1,3,6,4,8,5,,10,,11,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38897,0903tid001,0903tid020,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769563679,1710052413,false,22535866,true,4,6,5,,,,,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38897,0903tid001,0903tid020,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769563679,1710058319,false,32053642,true,0,6,3,8,4,,5,,10,,11,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38897,0903tid001,0903tid020,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769563679,1710062585,false,2143114,true,,6,,,,,,,,,,,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38897,0903tid001,0903tid020,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769563679,1710076263,false,21490235,true,5,6,11,,,,,,,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38897,0903tid001,0903tid020,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769563679,1710084790,false,33565158,true,7,3,8,4,9,5,10,6,11,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38897,0903tid001,0903tid020,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769563679,1710099773,false,6309240,true,0,2,3,3,4,4,9,5,8,6,10,,11,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38897,0903tid001,0903tid020,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769563679,1710109957,false,33903622,true,7,3,10,4,8,6,11,8,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38897,0903tid001,0903tid020,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769563679,1710113891,false,33727304,true,3,4,4,6,5,5,,8,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38897,0903tid001,0903tid020,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769563679,1710138058,false,20113482,true,7,3,8,4,9,5,10,6,11,,,,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38897,0903tid001,0903tid020,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769563679,1710140128,false,32338429,true,5,8,11,6,,,,,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38897,0903tid001,0903tid020,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769563679,1710141020,false,13581319,true,7,4,8,5,9,6,10,,11,,,,,,,,,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38897,0903tid001,0903tid020,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,@SavetheDolphin1 @OrcaSOS Y6 balanced arguments about whaling. #sharedwrite #againstwhaling
769563680,1710338025,false,32281591,true,6,10,5,1,1,4,,12,,,,,,,,,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38583,0903tid001,0903tid021,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,National Anthems of Great Current Whaling Nations - Greenland - #Tweet4Taiji #TheCove #SeaShepherd
769563680,1710341843,false,4688131,true,,4,,3,,5,,6,,,,,,,,,,,true,false,false,false,false,false,true,false,entity/text/news/tweet/38789,entity/text/news/tweet/38583,0903tid001,0903tid021,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,National Anthems of Great Current Whaling Nations - Greenland - #Tweet4Taiji #TheCove #SeaShepherd
769563680,1710395316,false,9653950,true,0,0,1,1,2,3,3,2,4,4,5,5,,6,,8,,,true,false,false,false,false,false,false,true,entity/text/news/tweet/38789,entity/text/news/tweet/38583,0903tid001,0903tid021,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,National Anthems of Great Current Whaling Nations - Greenland - #Tweet4Taiji #TheCove #SeaShepherd
769563680,1710435681,false,20929875,true,0,,1,,3,,4,,5,,11,,8,,9,,10,,true,false,false,true,false,false,false,false,entity/text/news/tweet/38789,entity/text/news/tweet/38583,0903tid001,0903tid021,#Japan needs to stop killing #Whales. The Big Lie Behind Japanese Whaling  ,National Anthems of Great Current Whaling Nations - Greenland - #Tweet4Taiji #TheCove #SeaShepherd
